order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
CA-2021-101592,2021-10-05,2021-10-06,Same Day,CG-10775,Customer_380,Home Office,United States,Chicago,Arizona,Central,FUR-BOO-10236,Furniture,Bookcases,Bookcases Model 8,1220.54,6,0.0,260.14
CA-2021-101593,2023-03-15,2023-03-16,Same Day,CG-10357,Customer_505,Corporate,United States,Phoenix,Washington,Central,TEC-ACC-10830,Technology,Accessories,Accessories Model 18,108.58,9,0.4,-18.91
CA-2021-101594,2021-03-31,2021-04-03,First Class,CG-10230,Customer_527,Consumer,United States,New York,Texas,East,TEC-ACC-10645,Technology,Accessories,Accessories Model 36,578.8,9,0.2,125.07
CA-2021-101595,2022-12-14,2022-12-20,First Class,CG-10780,Customer_339,Corporate,United States,Chicago,California,West,FUR-FUR-10611,Furniture,Furnishings,Furnishings Model 44,707.28,4,0.2,234.67
CA-2021-101596,2021-09-10,2021-09-14,Same Day,CG-10012,Customer_241,Corporate,United States,New York,Illinois,West,OFF-ART-10317,Office Supplies,Art,Art Model 35,1236.9,1,0.3,271.68
CA-2021-101597,2023-07-06,2023-07-07,Same Day,CG-10016,Customer_135,Consumer,United States,Seattle,New York,Central,OFF-LAB-10516,Office Supplies,Labels,Labels Model 24,599.7,3,0.4,204.54
CA-2021-101598,2023-02-06,2023-02-08,Second Class,CG-10433,Customer_509,Consumer,United States,Seattle,Illinois,East,FUR-CHA-10355,Furniture,Chairs,Chairs Model 34,1364.98,2,0.5,-84.3
CA-2021-101599,2023-02-04,2023-02-06,First Class,CG-10314,Customer_453,Home Office,United States,Seattle,New York,South,OFF-LAB-10991,Office Supplies,Labels,Labels Model 17,366.69,5,0.0,-27.31
CA-2021-101600,2022-03-14,2022-03-15,First Class,CG-10740,Customer_472,Consumer,United States,Houston,Arizona,East,TEC-MAC-10776,Technology,Machines,Machines Model 42,1363.22,6,0.5,204.64
CA-2021-101601,2023-06-10,2023-06-16,Same Day,CG-10126,Customer_568,Consumer,United States,Los Angeles,Washington,South,TEC-COP-10270,Technology,Copiers,Copiers Model 41,1874.09,7,0.1,108.34
CA-2021-101602,2023-03-22,2023-03-27,Standard Class,CG-10248,Customer_764,Home Office,United States,Chicago,Illinois,East,TEC-COP-10555,Technology,Copiers,Copiers Model 17,1910.14,6,0.5,-325.67
CA-2021-101603,2021-07-25,2021-07-30,Standard Class,CG-10222,Customer_195,Consumer,United States,Phoenix,Arizona,South,FUR-CHA-10217,Furniture,Chairs,Chairs Model 44,379.36,1,0.3,22.57
CA-2021-101604,2023-04-10,2023-04-13,Standard Class,CG-10404,Customer_472,Corporate,United States,Houston,Texas,West,FUR-TAB-10264,Furniture,Tables,Tables Model 11,525.56,3,0.0,-3.52
CA-2021-101605,2022-04-30,2022-05-05,First Class,CG-10667,Customer_145,Consumer,United States,Los Angeles,California,West,OFF-PAP-10022,Office Supplies,Paper,Paper Model 37,1866.77,3,0.1,434.13
CA-2021-101606,2021-01-01,2021-01-02,Standard Class,CG-10528,Customer_286,Corporate,United States,Los Angeles,California,Central,FUR-BOO-10506,Furniture,Bookcases,Bookcases Model 43,852.33,4,0.1,218.78
CA-2021-101607,2021-01-19,2021-01-26,First Class,CG-10275,Customer_707,Corporate,United States,Los Angeles,Illinois,East,FUR-TAB-10936,Furniture,Tables,Tables Model 29,1348.61,6,0.3,427.79
CA-2021-101608,2021-05-23,2021-05-25,Same Day,CG-10291,Customer_252,Consumer,United States,Phoenix,California,West,OFF-FAS-10792,Office Supplies,Fasteners,Fasteners Model 49,1106.72,4,0.0,-201.79
CA-2021-101609,2021-09-20,2021-09-24,Second Class,CG-10424,Customer_744,Home Office,United States,Phoenix,New York,South,OFF-ART-10411,Office Supplies,Art,Art Model 20,904.31,8,0.1,-70.31
CA-2021-101610,2021-02-27,2021-03-06,Same Day,CG-10035,Customer_344,Home Office,United States,Seattle,California,Central,TEC-COP-10138,Technology,Copiers,Copiers Model 41,891.47,4,0.3,-150.29
CA-2021-101611,2021-03-18,2021-03-24,Same Day,CG-10276,Customer_19,Home Office,United States,Phoenix,Illinois,South,OFF-STO-10800,Office Supplies,Storage,Storage Model 49,951.1,5,0.0,-114.74
CA-2021-101612,2021-12-09,2021-12-13,Second Class,CG-10440,Customer_164,Consumer,United States,New York,California,South,OFF-SUP-10195,Office Supplies,Supplies,Supplies Model 33,912.35,3,0.3,129.1
CA-2021-101613,2023-04-07,2023-04-14,Same Day,CG-10273,Customer_323,Home Office,United States,Chicago,Arizona,West,TEC-MAC-10106,Technology,Machines,Machines Model 34,532.12,7,0.0,-16.16
CA-2021-101614,2022-07-23,2022-07-30,Same Day,CG-10035,Customer_604,Home Office,United States,Houston,Washington,Central,FUR-FUR-10014,Furniture,Furnishings,Furnishings Model 19,1994.54,2,0.2,317.62
CA-2021-101615,2021-10-20,2021-10-27,Standard Class,CG-10763,Customer_228,Home Office,United States,Seattle,Illinois,East,TEC-ACC-10133,Technology,Accessories,Accessories Model 7,839.72,7,0.2,-58.88
CA-2021-101616,2021-08-02,2021-08-05,Second Class,CG-10004,Customer_717,Consumer,United States,Los Angeles,Arizona,South,FUR-CHA-10447,Furniture,Chairs,Chairs Model 48,1235.68,9,0.3,-78.11
CA-2021-101617,2021-10-09,2021-10-11,First Class,CG-10176,Customer_653,Consumer,United States,Seattle,Illinois,South,TEC-ACC-10764,Technology,Accessories,Accessories Model 33,1635.07,9,0.2,594.23
CA-2021-101618,2021-05-12,2021-05-19,Standard Class,CG-10209,Customer_462,Home Office,United States,Phoenix,Texas,South,TEC-COP-10059,Technology,Copiers,Copiers Model 22,1031.65,9,0.0,356.33
CA-2021-101619,2021-05-19,2021-05-23,Standard Class,CG-10714,Customer_741,Corporate,United States,Houston,Arizona,Central,TEC-MAC-10410,Technology,Machines,Machines Model 20,1049.09,7,0.0,411.74
CA-2021-101620,2022-07-10,2022-07-14,First Class,CG-10580,Customer_397,Consumer,United States,Phoenix,Texas,West,OFF-SUP-10994,Office Supplies,Supplies,Supplies Model 1,58.76,6,0.4,12.46
CA-2021-101621,2021-11-12,2021-11-14,Second Class,CG-10587,Customer_145,Corporate,United States,New York,Illinois,South,TEC-COP-10135,Technology,Copiers,Copiers Model 1,795.99,2,0.0,241.7
CA-2021-101622,2022-10-23,2022-10-26,First Class,CG-10511,Customer_682,Home Office,United States,Chicago,Washington,Central,FUR-FUR-10769,Furniture,Furnishings,Furnishings Model 49,1802.73,8,0.4,668.18
CA-2021-101623,2022-12-23,2022-12-24,First Class,CG-10005,Customer_8,Consumer,United States,Chicago,Texas,South,OFF-PAP-10345,Office Supplies,Paper,Paper Model 34,1982.48,3,0.2,162.87
CA-2021-101624,2021-09-29,2021-10-02,First Class,CG-10261,Customer_333,Consumer,United States,Los Angeles,California,Central,OFF-SUP-10882,Office Supplies,Supplies,Supplies Model 20,1369.75,6,0.0,66.89
CA-2021-101625,2023-11-16,2023-11-21,Standard Class,CG-10206,Customer_542,Corporate,United States,Houston,Illinois,East,OFF-STO-10524,Office Supplies,Storage,Storage Model 50,1227.13,5,0.0,-139.61
CA-2021-101626,2023-08-21,2023-08-28,Standard Class,CG-10418,Customer_199,Consumer,United States,Houston,Washington,Central,FUR-BOO-10157,Furniture,Bookcases,Bookcases Model 14,93.37,2,0.5,-17.56
CA-2021-101627,2021-05-05,2021-05-07,Standard Class,CG-10031,Customer_624,Corporate,United States,Phoenix,New York,West,TEC-COP-10275,Technology,Copiers,Copiers Model 43,99.99,6,0.0,12.43
CA-2021-101628,2023-06-07,2023-06-13,Same Day,CG-10138,Customer_280,Corporate,United States,Los Angeles,Texas,Central,TEC-PHO-10112,Technology,Phones,Phones Model 14,141.76,10,0.5,22.37
CA-2021-101629,2022-07-08,2022-07-13,First Class,CG-10771,Customer_789,Corporate,United States,Phoenix,Illinois,Central,OFF-FAS-10521,Office Supplies,Fasteners,Fasteners Model 1,36.23,6,0.0,2.84
CA-2021-101630,2023-10-18,2023-10-24,First Class,CG-10598,Customer_644,Home Office,United States,New York,California,South,TEC-MAC-10001,Technology,Machines,Machines Model 11,1281.92,4,0.2,264.2
CA-2021-101631,2022-07-08,2022-07-10,First Class,CG-10543,Customer_615,Consumer,United States,Seattle,Texas,Central,TEC-MAC-10625,Technology,Machines,Machines Model 2,1304.84,1,0.1,498.02
CA-2021-101632,2022-10-02,2022-10-04,Same Day,CG-10292,Customer_546,Corporate,United States,Chicago,Washington,Central,OFF-BIN-10978,Office Supplies,Binders,Binders Model 8,91.33,2,0.5,18.17
CA-2021-101633,2021-05-17,2021-05-22,Standard Class,CG-10620,Customer_328,Home Office,United States,Houston,Illinois,Central,TEC-MAC-10108,Technology,Machines,Machines Model 37,1799.71,5,0.0,-142.39
CA-2021-101634,2022-05-17,2022-05-23,First Class,CG-10739,Customer_562,Corporate,United States,Phoenix,Texas,Central,OFF-ART-10169,Office Supplies,Art,Art Model 30,1535.24,3,0.4,-278.37
CA-2021-101635,2022-08-23,2022-08-28,Same Day,CG-10412,Customer_187,Home Office,United States,Los Angeles,Arizona,East,OFF-PAP-10380,Office Supplies,Paper,Paper Model 6,427.48,8,0.1,93.99
CA-2021-101636,2023-08-18,2023-08-23,First Class,CG-10348,Customer_577,Corporate,United States,Chicago,Texas,East,TEC-PHO-10955,Technology,Phones,Phones Model 27,1006.3,5,0.0,333.9
CA-2021-101637,2021-10-01,2021-10-05,Second Class,CG-10155,Customer_176,Consumer,United States,Chicago,Arizona,East,FUR-TAB-10036,Furniture,Tables,Tables Model 46,1452.62,4,0.5,-186.77
CA-2021-101638,2022-07-13,2022-07-20,First Class,CG-10477,Customer_458,Home Office,United States,Seattle,Arizona,Central,OFF-ENV-10072,Office Supplies,Envelopes,Envelopes Model 41,1600.91,9,0.5,-266.75
CA-2021-101639,2023-10-14,2023-10-17,Second Class,CG-10463,Customer_767,Consumer,United States,Chicago,Texas,East,OFF-FAS-10361,Office Supplies,Fasteners,Fasteners Model 38,634.61,10,0.0,249.59
CA-2021-101640,2023-10-09,2023-10-14,Same Day,CG-10171,Customer_415,Home Office,United States,Los Angeles,Texas,Central,FUR-BOO-10563,Furniture,Bookcases,Bookcases Model 33,125.58,10,0.2,2.73
CA-2021-101641,2022-02-25,2022-03-02,Same Day,CG-10081,Customer_155,Consumer,United States,Houston,Illinois,East,OFF-FAS-10184,Office Supplies,Fasteners,Fasteners Model 8,55.48,3,0.0,11.71
CA-2021-101642,2022-11-15,2022-11-21,Same Day,CG-10671,Customer_781,Consumer,United States,Houston,California,East,TEC-PHO-10664,Technology,Phones,Phones Model 32,185.55,9,0.0,-19.89
CA-2021-101643,2023-03-06,2023-03-12,Second Class,CG-10465,Customer_601,Consumer,United States,Los Angeles,Illinois,West,FUR-FUR-10603,Furniture,Furnishings,Furnishings Model 36,1523.25,10,0.0,493.3
CA-2021-101644,2022-04-19,2022-04-21,Same Day,CG-10047,Customer_249,Home Office,United States,Seattle,New York,South,FUR-FUR-10502,Furniture,Furnishings,Furnishings Model 21,557.05,9,0.4,109.63
CA-2021-101645,2023-04-28,2023-05-05,Same Day,CG-10013,Customer_499,Corporate,United States,Los Angeles,Arizona,East,OFF-SUP-10784,Office Supplies,Supplies,Supplies Model 11,1041.94,4,0.1,3.12
CA-2021-101646,2021-07-25,2021-07-28,Second Class,CG-10366,Customer_131,Home Office,United States,New York,Texas,South,TEC-ACC-10632,Technology,Accessories,Accessories Model 39,665.25,1,0.3,42.57
CA-2021-101647,2023-11-24,2023-11-27,First Class,CG-10521,Customer_551,Consumer,United States,New York,New York,Central,TEC-ACC-10065,Technology,Accessories,Accessories Model 20,1424.71,5,0.2,-246.72
CA-2021-101648,2021-07-29,2021-08-05,Standard Class,CG-10410,Customer_549,Corporate,United States,New York,Washington,South,OFF-LAB-10838,Office Supplies,Labels,Labels Model 50,313.24,4,0.3,97.26
CA-2021-101649,2021-03-18,2021-03-23,Standard Class,CG-10237,Customer_655,Corporate,United States,Phoenix,Washington,Central,TEC-PHO-10436,Technology,Phones,Phones Model 33,1281.35,8,0.5,157.14
CA-2021-101650,2023-04-24,2023-04-28,Standard Class,CG-10790,Customer_434,Home Office,United States,Chicago,Washington,East,OFF-APP-10067,Office Supplies,Appliances,Appliances Model 28,1153.26,5,0.0,402.47
CA-2021-101651,2022-10-16,2022-10-20,First Class,CG-10596,Customer_511,Corporate,United States,Chicago,Arizona,West,FUR-TAB-10615,Furniture,Tables,Tables Model 46,445.07,8,0.1,142.94
CA-2021-101652,2023-06-19,2023-06-21,Standard Class,CG-10578,Customer_91,Corporate,United States,Houston,Washington,Central,TEC-ACC-10657,Technology,Accessories,Accessories Model 11,217.88,7,0.1,49.33
CA-2021-101653,2021-12-25,2021-12-28,First Class,CG-10550,Customer_254,Home Office,United States,Chicago,Illinois,East,FUR-TAB-10969,Furniture,Tables,Tables Model 30,190.04,6,0.0,24.7
CA-2021-101654,2022-08-21,2022-08-28,Second Class,CG-10353,Customer_761,Home Office,United States,Houston,Washington,Central,FUR-BOO-10665,Furniture,Bookcases,Bookcases Model 6,774.76,8,0.2,25.77
CA-2021-101655,2022-07-03,2022-07-09,Same Day,CG-10003,Customer_345,Consumer,United States,Los Angeles,California,East,TEC-COP-10525,Technology,Copiers,Copiers Model 43,1864.46,10,0.0,102.2
CA-2021-101656,2021-05-28,2021-06-03,First Class,CG-10280,Customer_684,Corporate,United States,Chicago,Arizona,East,FUR-FUR-10722,Furniture,Furnishings,Furnishings Model 38,1669.92,5,0.0,-105.61
CA-2021-101657,2022-02-21,2022-02-27,Standard Class,CG-10605,Customer_737,Consumer,United States,Houston,Illinois,Central,OFF-SUP-10680,Office Supplies,Supplies,Supplies Model 41,978.84,8,0.2,-180.6
CA-2021-101658,2021-02-28,2021-03-07,Same Day,CG-10724,Customer_192,Consumer,United States,Houston,California,South,FUR-TAB-10386,Furniture,Tables,Tables Model 29,311.61,6,0.0,45.21
CA-2021-101659,2023-02-13,2023-02-17,First Class,CG-10764,Customer_404,Consumer,United States,Seattle,California,East,OFF-STO-10137,Office Supplies,Storage,Storage Model 9,833.59,2,0.0,-96.92
CA-2021-101660,2022-07-05,2022-07-10,Standard Class,CG-10742,Customer_449,Corporate,United States,Houston,California,South,FUR-TAB-10499,Furniture,Tables,Tables Model 23,1180.88,1,0.0,401.25
CA-2021-101661,2021-07-12,2021-07-16,First Class,CG-10282,Customer_414,Consumer,United States,Seattle,Washington,East,TEC-PHO-10631,Technology,Phones,Phones Model 11,1729.85,10,0.0,-6.16
CA-2021-101662,2022-12-19,2022-12-20,First Class,CG-10143,Customer_386,Consumer,United States,New York,Texas,South,FUR-TAB-10252,Furniture,Tables,Tables Model 32,921.26,7,0.3,55.8
CA-2021-101663,2022-03-23,2022-03-24,First Class,CG-10364,Customer_597,Consumer,United States,Phoenix,California,South,FUR-FUR-10701,Furniture,Furnishings,Furnishings Model 29,1139.55,6,0.4,383.09
CA-2021-101664,2021-07-09,2021-07-12,First Class,CG-10002,Customer_184,Home Office,United States,Seattle,Washington,East,OFF-APP-10746,Office Supplies,Appliances,Appliances Model 47,1219.63,1,0.1,434.65
CA-2021-101665,2022-08-14,2022-08-20,Standard Class,CG-10546,Customer_549,Consumer,United States,Houston,New York,Central,FUR-BOO-10480,Furniture,Bookcases,Bookcases Model 49,519.08,9,0.4,46.03
CA-2021-101666,2021-05-16,2021-05-19,Second Class,CG-10382,Customer_704,Corporate,United States,Seattle,Texas,West,FUR-TAB-10152,Furniture,Tables,Tables Model 23,1851.05,5,0.4,441.9
CA-2021-101667,2022-06-18,2022-06-24,First Class,CG-10218,Customer_66,Consumer,United States,Phoenix,New York,Central,FUR-CHA-10014,Furniture,Chairs,Chairs Model 38,1565.52,8,0.5,240.76
CA-2021-101668,2022-05-15,2022-05-19,Standard Class,CG-10053,Customer_716,Home Office,United States,Seattle,Texas,East,OFF-APP-10061,Office Supplies,Appliances,Appliances Model 7,996.14,7,0.4,-142.59
CA-2021-101669,2022-05-14,2022-05-15,Second Class,CG-10256,Customer_235,Corporate,United States,Chicago,Texas,South,TEC-COP-10174,Technology,Copiers,Copiers Model 41,630.92,10,0.0,-3.32
CA-2021-101670,2023-09-23,2023-09-30,Same Day,CG-10646,Customer_538,Corporate,United States,Chicago,Washington,West,FUR-CHA-10338,Furniture,Chairs,Chairs Model 49,1101.52,9,0.5,-155.99
CA-2021-101671,2023-04-13,2023-04-19,Standard Class,CG-10250,Customer_739,Consumer,United States,Seattle,Washington,West,OFF-LAB-10723,Office Supplies,Labels,Labels Model 48,1100.35,1,0.0,350.17
CA-2021-101672,2023-04-08,2023-04-09,Same Day,CG-10343,Customer_663,Home Office,United States,Seattle,Arizona,East,FUR-CHA-10691,Furniture,Chairs,Chairs Model 21,115.06,4,0.0,-10.24
CA-2021-101673,2022-08-14,2022-08-20,Same Day,CG-10491,Customer_38,Consumer,United States,Seattle,New York,Central,FUR-TAB-10327,Furniture,Tables,Tables Model 48,200.2,5,0.0,-36.76
CA-2021-101674,2021-02-09,2021-02-10,Standard Class,CG-10757,Customer_532,Consumer,United States,Los Angeles,California,West,TEC-ACC-10284,Technology,Accessories,Accessories Model 3,1966.38,7,0.4,660.12
CA-2021-101675,2022-04-21,2022-04-28,Second Class,CG-10381,Customer_387,Consumer,United States,Phoenix,New York,East,FUR-BOO-10983,Furniture,Bookcases,Bookcases Model 43,1954.86,3,0.0,388.83
CA-2021-101676,2021-06-04,2021-06-05,Second Class,CG-10197,Customer_234,Home Office,United States,Los Angeles,Washington,West,TEC-PHO-10529,Technology,Phones,Phones Model 25,1518.75,5,0.2,-113.23
CA-2021-101677,2021-11-21,2021-11-23,Same Day,CG-10695,Customer_291,Corporate,United States,Los Angeles,California,Central,FUR-TAB-10190,Furniture,Tables,Tables Model 33,1468.55,5,0.3,439.75
CA-2021-101678,2022-09-03,2022-09-08,Same Day,CG-10439,Customer_198,Corporate,United States,Los Angeles,Arizona,East,OFF-APP-10747,Office Supplies,Appliances,Appliances Model 38,891.01,1,0.0,-37.22
CA-2021-101679,2023-06-15,2023-06-22,First Class,CG-10181,Customer_637,Corporate,United States,Los Angeles,Washington,South,OFF-BIN-10854,Office Supplies,Binders,Binders Model 50,913.1,8,0.1,-31.01
CA-2021-101680,2021-12-30,2022-01-03,Second Class,CG-10273,Customer_500,Corporate,United States,Los Angeles,Washington,West,FUR-BOO-10893,Furniture,Bookcases,Bookcases Model 41,1963.85,7,0.3,566.46
CA-2021-101681,2023-05-04,2023-05-08,First Class,CG-10224,Customer_256,Corporate,United States,Houston,Arizona,Central,TEC-PHO-10163,Technology,Phones,Phones Model 19,607.29,5,0.5,163.76
CA-2021-101682,2023-03-18,2023-03-22,Same Day,CG-10130,Customer_781,Home Office,United States,Houston,Texas,Central,OFF-APP-10765,Office Supplies,Appliances,Appliances Model 16,1442.16,4,0.3,-108.12
CA-2021-101683,2022-02-19,2022-02-25,Standard Class,CG-10304,Customer_106,Corporate,United States,Chicago,New York,West,FUR-BOO-10656,Furniture,Bookcases,Bookcases Model 30,1512.41,7,0.5,535.8
CA-2021-101684,2022-02-07,2022-02-13,First Class,CG-10420,Customer_562,Corporate,United States,Houston,Arizona,South,TEC-COP-10252,Technology,Copiers,Copiers Model 43,1254.34,4,0.3,-46.57
CA-2021-101685,2023-04-26,2023-05-03,Same Day,CG-10604,Customer_655,Consumer,United States,Houston,Texas,East,TEC-PHO-10425,Technology,Phones,Phones Model 7,211.52,9,0.0,-4.73
CA-2021-101686,2023-10-22,2023-10-23,Second Class,CG-10029,Customer_251,Consumer,United States,Chicago,California,South,OFF-BIN-10133,Office Supplies,Binders,Binders Model 25,212.0,9,0.1,45.96
CA-2021-101687,2021-12-07,2021-12-14,Same Day,CG-10493,Customer_568,Home Office,United States,New York,Texas,West,FUR-FUR-10395,Furniture,Furnishings,Furnishings Model 47,1661.89,1,0.0,-59.29
CA-2021-101688,2021-08-30,2021-09-01,First Class,CG-10791,Customer_453,Corporate,United States,Los Angeles,Washington,Central,OFF-BIN-10858,Office Supplies,Binders,Binders Model 10,1958.63,5,0.4,529.32
CA-2021-101689,2023-03-07,2023-03-14,Standard Class,CG-10612,Customer_112,Corporate,United States,Los Angeles,Arizona,Central,TEC-ACC-10011,Technology,Accessories,Accessories Model 14,1408.04,6,0.4,-108.32
CA-2021-101690,2023-11-02,2023-11-09,Same Day,CG-10735,Customer_300,Home Office,United States,Chicago,New York,South,OFF-APP-10462,Office Supplies,Appliances,Appliances Model 44,1333.24,2,0.0,246.94
CA-2021-101691,2022-04-05,2022-04-07,Same Day,CG-10110,Customer_174,Corporate,United States,Houston,New York,East,FUR-FUR-10410,Furniture,Furnishings,Furnishings Model 50,663.99,10,0.0,-119.71
CA-2021-101692,2022-07-12,2022-07-18,First Class,CG-10278,Customer_221,Corporate,United States,Phoenix,Illinois,South,TEC-ACC-10672,Technology,Accessories,Accessories Model 14,1174.35,2,0.1,-75.33
CA-2021-101693,2023-12-29,2024-01-05,Second Class,CG-10072,Customer_445,Corporate,United States,Houston,California,East,TEC-MAC-10075,Technology,Machines,Machines Model 17,209.78,1,0.2,-30.8
CA-2021-101694,2021-08-01,2021-08-05,Second Class,CG-10319,Customer_672,Consumer,United States,New York,California,South,TEC-PHO-10873,Technology,Phones,Phones Model 27,30.74,5,0.0,8.08
CA-2021-101695,2021-03-09,2021-03-15,Standard Class,CG-10124,Customer_789,Consumer,United States,Seattle,Texas,Central,FUR-FUR-10309,Furniture,Furnishings,Furnishings Model 36,1929.98,10,0.0,-100.61
CA-2021-101696,2021-05-03,2021-05-05,Same Day,CG-10579,Customer_688,Consumer,United States,Chicago,Texas,East,OFF-ART-10210,Office Supplies,Art,Art Model 35,645.31,2,0.4,-105.3
CA-2021-101697,2021-06-13,2021-06-16,Second Class,CG-10208,Customer_139,Home Office,United States,New York,Texas,Central,OFF-LAB-10948,Office Supplies,Labels,Labels Model 2,1576.54,2,0.0,432.65
CA-2021-101698,2023-08-09,2023-08-15,Second Class,CG-10135,Customer_547,Corporate,United States,Phoenix,Washington,Central,FUR-BOO-10139,Furniture,Bookcases,Bookcases Model 32,1736.19,3,0.0,-45.84
CA-2021-101699,2022-03-13,2022-03-17,First Class,CG-10438,Customer_193,Home Office,United States,New York,California,East,TEC-PHO-10038,Technology,Phones,Phones Model 41,958.11,9,0.3,90.56
CA-2021-101700,2021-08-16,2021-08-22,Standard Class,CG-10121,Customer_357,Corporate,United States,New York,New York,West,OFF-APP-10084,Office Supplies,Appliances,Appliances Model 22,1971.89,2,0.2,-194.05
CA-2021-101701,2021-04-16,2021-04-20,Same Day,CG-10561,Customer_260,Corporate,United States,Seattle,California,Central,FUR-BOO-10179,Furniture,Bookcases,Bookcases Model 49,1197.66,7,0.0,39.67
CA-2021-101702,2022-10-01,2022-10-02,Second Class,CG-10724,Customer_478,Home Office,United States,Houston,Texas,Central,TEC-COP-10533,Technology,Copiers,Copiers Model 34,14.01,6,0.2,1.29
CA-2021-101703,2023-03-11,2023-03-16,Second Class,CG-10378,Customer_109,Home Office,United States,Phoenix,Arizona,Central,OFF-FAS-10443,Office Supplies,Fasteners,Fasteners Model 29,571.83,10,0.1,222.27
CA-2021-101704,2022-03-03,2022-03-06,Standard Class,CG-10459,Customer_654,Home Office,United States,New York,Illinois,West,OFF-FAS-10399,Office Supplies,Fasteners,Fasteners Model 26,734.48,9,0.2,243.78
CA-2021-101705,2023-04-10,2023-04-13,Second Class,CG-10084,Customer_302,Home Office,United States,Seattle,New York,West,FUR-BOO-10005,Furniture,Bookcases,Bookcases Model 25,61.52,7,0.0,5.28
CA-2021-101706,2022-01-04,2022-01-07,Second Class,CG-10005,Customer_4,Home Office,United States,Chicago,Illinois,East,TEC-COP-10688,Technology,Copiers,Copiers Model 18,90.65,9,0.5,24.19
CA-2021-101707,2021-10-05,2021-10-10,Second Class,CG-10124,Customer_360,Home Office,United States,Los Angeles,California,West,FUR-FUR-10146,Furniture,Furnishings,Furnishings Model 36,290.03,8,0.4,-28.68
CA-2021-101708,2021-12-25,2021-12-30,Standard Class,CG-10538,Customer_198,Corporate,United States,Houston,Texas,Central,FUR-TAB-10032,Furniture,Tables,Tables Model 1,318.5,1,0.2,26.32
CA-2021-101709,2021-03-21,2021-03-27,Second Class,CG-10233,Customer_382,Consumer,United States,Phoenix,New York,West,OFF-STO-10355,Office Supplies,Storage,Storage Model 43,1505.11,5,0.5,245.64
CA-2021-101710,2022-02-02,2022-02-05,Standard Class,CG-10007,Customer_448,Corporate,United States,New York,Arizona,Central,FUR-BOO-10979,Furniture,Bookcases,Bookcases Model 32,1934.69,8,0.0,-195.71
CA-2021-101711,2023-08-10,2023-08-15,Second Class,CG-10307,Customer_105,Home Office,United States,Seattle,Arizona,Central,TEC-PHO-10248,Technology,Phones,Phones Model 20,488.13,3,0.0,151.76
CA-2021-101712,2021-09-16,2021-09-23,Same Day,CG-10465,Customer_295,Home Office,United States,Phoenix,California,East,FUR-BOO-10179,Furniture,Bookcases,Bookcases Model 6,1526.6,2,0.2,-41.6
CA-2021-101713,2021-02-16,2021-02-20,Second Class,CG-10689,Customer_233,Corporate,United States,Houston,Texas,East,TEC-ACC-10683,Technology,Accessories,Accessories Model 10,451.81,6,0.5,175.67
CA-2021-101714,2023-06-30,2023-07-03,Second Class,CG-10326,Customer_340,Home Office,United States,Seattle,Washington,South,FUR-TAB-10803,Furniture,Tables,Tables Model 24,1863.01,4,0.4,293.9
CA-2021-101715,2021-02-12,2021-02-17,Same Day,CG-10580,Customer_653,Consumer,United States,Phoenix,Washington,Central,TEC-MAC-10915,Technology,Machines,Machines Model 10,1521.53,3,0.0,457.17
CA-2021-101716,2021-01-31,2021-02-04,Same Day,CG-10246,Customer_240,Corporate,United States,Seattle,Washington,South,TEC-COP-10915,Technology,Copiers,Copiers Model 3,142.69,1,0.4,-0.15
CA-2021-101717,2022-10-14,2022-10-16,Second Class,CG-10306,Customer_602,Home Office,United States,New York,California,Central,FUR-FUR-10225,Furniture,Furnishings,Furnishings Model 41,893.88,2,0.1,45.55
CA-2021-101718,2022-02-03,2022-02-07,Same Day,CG-10302,Customer_276,Corporate,United States,Chicago,Illinois,West,FUR-BOO-10330,Furniture,Bookcases,Bookcases Model 1,1448.54,10,0.0,266.66
CA-2021-101719,2022-01-13,2022-01-15,Second Class,CG-10785,Customer_33,Corporate,United States,New York,Illinois,West,TEC-MAC-10315,Technology,Machines,Machines Model 8,1490.45,5,0.0,-107.98
CA-2021-101720,2022-12-02,2022-12-04,First Class,CG-10322,Customer_470,Corporate,United States,Houston,New York,South,TEC-MAC-10178,Technology,Machines,Machines Model 32,1885.17,7,0.0,-6.45
CA-2021-101721,2021-01-31,2021-02-02,Standard Class,CG-10226,Customer_673,Consumer,United States,Houston,Washington,Central,TEC-COP-10367,Technology,Copiers,Copiers Model 12,562.33,6,0.5,-91.74
CA-2021-101722,2022-10-22,2022-10-28,First Class,CG-10020,Customer_144,Home Office,United States,Chicago,Illinois,West,FUR-CHA-10926,Furniture,Chairs,Chairs Model 45,1080.26,3,0.4,-69.34
CA-2021-101723,2023-06-26,2023-06-28,Standard Class,CG-10027,Customer_310,Consumer,United States,Chicago,Illinois,West,TEC-PHO-10926,Technology,Phones,Phones Model 8,207.43,5,0.0,33.22
CA-2021-101724,2021-12-27,2021-12-31,Second Class,CG-10405,Customer_227,Consumer,United States,Seattle,New York,West,OFF-BIN-10124,Office Supplies,Binders,Binders Model 15,771.07,4,0.5,242.94
CA-2021-101725,2023-10-22,2023-10-23,Second Class,CG-10428,Customer_98,Home Office,United States,Houston,New York,East,TEC-ACC-10590,Technology,Accessories,Accessories Model 16,611.12,6,0.0,-54.41
