product_id,product_name,category,sub_category
TEC-COP-10945,Copiers Model 40,Technology,Copiers
TEC-MAC-10936,Machines Model 44,Technology,Machines
TEC-COP-10315,Copiers Model 33,Technology,Copiers
OFF-STO-10566,Storage Model 12,Office Supplies,Storage
TEC-ACC-10112,Accessories Model 46,Technology,Accessories
OFF-APP-10230,Appliances Model 6,Office Supplies,Appliances
FUR-TAB-10399,Tables Model 22,Furniture,Tables
FUR-FUR-10839,Furnishings Model 40,Furniture,Furnishings
FUR-TAB-10791,Tables Model 2,Furniture,Tables
FUR-BOO-10908,Bookcases Model 14,Furniture,Bookcases
TEC-ACC-10554,Accessories Model 33,Technology,Accessories
FUR-CHA-10384,Chairs Model 4,Furniture,Chairs
FUR-BOO-10902,Bookcases Model 49,Furniture,Bookcases
TEC-COP-10664,Copiers Model 45,Technology,Copiers
OFF-BIN-10132,Binders Model 6,Office Supplies,Binders
OFF-STO-10106,Storage Model 12,Office Supplies,Storage
FUR-FUR-10145,Furnishings Model 40,Furniture,Furnishings
TEC-COP-10962,Copiers Model 2,Technology,Copiers
OFF-ENV-10683,Envelopes Model 25,Office Supplies,Envelopes
FUR-BOO-10073,Bookcases Model 30,Furniture,Bookcases
OFF-STO-10212,Storage Model 27,Office Supplies,Storage
OFF-PAP-10564,Paper Model 36,Office Supplies,Paper
FUR-CHA-10798,Chairs Model 46,Furniture,Chairs
TEC-PHO-10592,Phones Model 7,Technology,Phones
FUR-FUR-10667,Furnishings Model 4,Furniture,Furnishings
OFF-ENV-10323,Envelopes Model 11,Office Supplies,Envelopes
FUR-CHA-10963,Chairs Model 1,Furniture,Chairs
OFF-STO-10978,Storage Model 24,Office Supplies,Storage
OFF-PAP-10090,Paper Model 37,Office Supplies,Paper
FUR-CHA-10356,Chairs Model 13,Furniture,Chairs
TEC-ACC-10592,Accessories Model 3,Technology,Accessories
FUR-BOO-10925,Bookcases Model 16,Furniture,Bookcases
TEC-PHO-10330,Phones Model 36,Technology,Phones
FUR-BOO-10238,Bookcases Model 37,Furniture,Bookcases
TEC-MAC-10008,Machines Model 50,Technology,Machines
OFF-FAS-10138,Fasteners Model 41,Office Supplies,Fasteners
OFF-LAB-10220,Labels Model 40,Office Supplies,Labels
OFF-BIN-10135,Binders Model 42,Office Supplies,Binders
OFF-LAB-10161,Labels Model 45,Office Supplies,Labels
OFF-BIN-10344,Binders Model 27,Office Supplies,Binders
OFF-LAB-10307,Labels Model 21,Office Supplies,Labels
FUR-CHA-10767,Chairs Model 37,Furniture,Chairs
TEC-ACC-10793,Accessories Model 11,Technology,Accessories
TEC-MAC-10855,Machines Model 40,Technology,Machines
FUR-BOO-10419,Bookcases Model 13,Furniture,Bookcases
FUR-BOO-10749,Bookcases Model 3,Furniture,Bookcases
TEC-COP-10021,Copiers Model 29,Technology,Copiers
OFF-BIN-10582,Binders Model 28,Office Supplies,Binders
TEC-COP-10821,Copiers Model 36,Technology,Copiers
TEC-PHO-10401,Phones Model 31,Technology,Phones
OFF-FAS-10267,Fasteners Model 37,Office Supplies,Fasteners
TEC-ACC-10800,Accessories Model 27,Technology,Accessories
OFF-BIN-10921,Binders Model 22,Office Supplies,Binders
OFF-STO-10773,Storage Model 25,Office Supplies,Storage
OFF-SUP-10524,Supplies Model 23,Office Supplies,Supplies
FUR-CHA-10001,Chairs Model 49,Furniture,Chairs
OFF-SUP-10424,Supplies Model 10,Office Supplies,Supplies
FUR-TAB-10238,Tables Model 7,Furniture,Tables
OFF-PAP-10833,Paper Model 32,Office Supplies,Paper
OFF-PAP-10806,Paper Model 17,Office Supplies,Paper
FUR-TAB-10082,Tables Model 20,Furniture,Tables
TEC-COP-10807,Copiers Model 3,Technology,Copiers
TEC-PHO-10250,Phones Model 34,Technology,Phones
OFF-FAS-10882,Fasteners Model 3,Office Supplies,Fasteners
OFF-PAP-10080,Paper Model 39,Office Supplies,Paper
TEC-COP-10481,Copiers Model 29,Technology,Copiers
OFF-STO-10687,Storage Model 42,Office Supplies,Storage
OFF-SUP-10282,Supplies Model 46,Office Supplies,Supplies
OFF-ART-10314,Art Model 29,Office Supplies,Art
FUR-TAB-10620,Tables Model 17,Furniture,Tables
OFF-STO-10423,Storage Model 20,Office Supplies,Storage
OFF-PAP-10273,Paper Model 27,Office Supplies,Paper
OFF-SUP-10828,Supplies Model 37,Office Supplies,Supplies
TEC-MAC-10550,Machines Model 14,Technology,Machines
FUR-BOO-10781,Bookcases Model 4,Furniture,Bookcases
TEC-PHO-10201,Phones Model 16,Technology,Phones
FUR-BOO-10451,Bookcases Model 35,Furniture,Bookcases
FUR-CHA-10759,Chairs Model 46,Furniture,Chairs
OFF-BIN-10349,Binders Model 10,Office Supplies,Binders
FUR-FUR-10017,Furnishings Model 4,Furniture,Furnishings
TEC-ACC-10364,Accessories Model 41,Technology,Accessories
OFF-ART-10763,Art Model 1,Office Supplies,Art
FUR-BOO-10161,Bookcases Model 10,Furniture,Bookcases
FUR-CHA-10090,Chairs Model 19,Furniture,Chairs
OFF-ART-10294,Art Model 36,Office Supplies,Art
FUR-TAB-10735,Tables Model 38,Furniture,Tables
FUR-FUR-10662,Furnishings Model 9,Furniture,Furnishings
FUR-CHA-10771,Chairs Model 37,Furniture,Chairs
TEC-PHO-10973,Phones Model 46,Technology,Phones
TEC-MAC-10602,Machines Model 23,Technology,Machines
TEC-ACC-10437,Accessories Model 35,Technology,Accessories
TEC-MAC-10751,Machines Model 18,Technology,Machines
TEC-MAC-10614,Machines Model 41,Technology,Machines
FUR-FUR-10438,Furnishings Model 29,Furniture,Furnishings
OFF-STO-10785,Storage Model 23,Office Supplies,Storage
TEC-COP-10062,Copiers Model 8,Technology,Copiers
OFF-BIN-10777,Binders Model 35,Office Supplies,Binders
TEC-PHO-10813,Phones Model 34,Technology,Phones
OFF-APP-10109,Appliances Model 39,Office Supplies,Appliances
TEC-ACC-10900,Accessories Model 23,Technology,Accessories
OFF-BIN-10426,Binders Model 17,Office Supplies,Binders
FUR-BOO-10084,Bookcases Model 43,Furniture,Bookcases
TEC-PHO-10210,Phones Model 44,Technology,Phones
FUR-FUR-10444,Furnishings Model 23,Furniture,Furnishings
OFF-ENV-10784,Envelopes Model 28,Office Supplies,Envelopes
TEC-COP-10969,Copiers Model 45,Technology,Copiers
FUR-BOO-10473,Bookcases Model 30,Furniture,Bookcases
FUR-BOO-10106,Bookcases Model 15,Furniture,Bookcases
OFF-APP-10243,Appliances Model 10,Office Supplies,Appliances
TEC-MAC-10412,Machines Model 3,Technology,Machines
FUR-BOO-10257,Bookcases Model 26,Furniture,Bookcases
FUR-TAB-10471,Tables Model 23,Furniture,Tables
OFF-ENV-10455,Envelopes Model 26,Office Supplies,Envelopes
FUR-TAB-10278,Tables Model 13,Furniture,Tables
FUR-BOO-10399,Bookcases Model 2,Furniture,Bookcases
TEC-ACC-10439,Accessories Model 38,Technology,Accessories
FUR-CHA-10808,Chairs Model 42,Furniture,Chairs
TEC-ACC-10936,Accessories Model 24,Technology,Accessories
TEC-ACC-10087,Accessories Model 14,Technology,Accessories
OFF-PAP-10525,Paper Model 20,Office Supplies,Paper
FUR-BOO-10331,Bookcases Model 18,Furniture,Bookcases
FUR-CHA-10479,Chairs Model 31,Furniture,Chairs
FUR-CHA-10002,Chairs Model 31,Furniture,Chairs
OFF-PAP-10672,Paper Model 20,Office Supplies,Paper
FUR-FUR-10111,Furnishings Model 38,Furniture,Furnishings
FUR-BOO-10192,Bookcases Model 26,Furniture,Bookcases
TEC-ACC-10746,Accessories Model 9,Technology,Accessories
OFF-ART-10526,Art Model 1,Office Supplies,Art
FUR-TAB-10418,Tables Model 24,Furniture,Tables
OFF-BIN-10026,Binders Model 11,Office Supplies,Binders
TEC-PHO-10579,Phones Model 38,Technology,Phones
FUR-TAB-10353,Tables Model 27,Furniture,Tables
TEC-COP-10779,Copiers Model 41,Technology,Copiers
TEC-MAC-10878,Machines Model 4,Technology,Machines
FUR-FUR-10231,Furnishings Model 12,Furniture,Furnishings
TEC-COP-10837,Copiers Model 38,Technology,Copiers
TEC-MAC-10428,Machines Model 22,Technology,Machines
OFF-ART-10776,Art Model 14,Office Supplies,Art
TEC-PHO-10944,Phones Model 42,Technology,Phones
TEC-COP-10041,Copiers Model 49,Technology,Copiers
TEC-ACC-10366,Accessories Model 8,Technology,Accessories
FUR-FUR-10053,Furnishings Model 10,Furniture,Furnishings
FUR-TAB-10408,Tables Model 40,Furniture,Tables
OFF-ART-10732,Art Model 4,Office Supplies,Art
FUR-FUR-10262,Furnishings Model 11,Furniture,Furnishings
OFF-ENV-10819,Envelopes Model 2,Office Supplies,Envelopes
OFF-SUP-10125,Supplies Model 16,Office Supplies,Supplies
FUR-FUR-10579,Furnishings Model 34,Furniture,Furnishings
OFF-ART-10485,Art Model 43,Office Supplies,Art
TEC-COP-10019,Copiers Model 21,Technology,Copiers
FUR-CHA-10084,Chairs Model 47,Furniture,Chairs
OFF-ENV-10889,Envelopes Model 18,Office Supplies,Envelopes
OFF-FAS-10174,Fasteners Model 4,Office Supplies,Fasteners
TEC-ACC-10137,Accessories Model 26,Technology,Accessories
OFF-PAP-10129,Paper Model 16,Office Supplies,Paper
FUR-CHA-10810,Chairs Model 20,Furniture,Chairs
FUR-BOO-10182,Bookcases Model 20,Furniture,Bookcases
TEC-COP-10854,Copiers Model 11,Technology,Copiers
TEC-PHO-10581,Phones Model 19,Technology,Phones
FUR-CHA-10128,Chairs Model 24,Furniture,Chairs
OFF-ART-10151,Art Model 30,Office Supplies,Art
FUR-CHA-10899,Chairs Model 1,Furniture,Chairs
TEC-PHO-10167,Phones Model 11,Technology,Phones
TEC-ACC-10441,Accessories Model 50,Technology,Accessories
FUR-BOO-10720,Bookcases Model 41,Furniture,Bookcases
FUR-FUR-10325,Furnishings Model 17,Furniture,Furnishings
TEC-PHO-10453,Phones Model 24,Technology,Phones
OFF-BIN-10810,Binders Model 45,Office Supplies,Binders
OFF-ART-10238,Art Model 18,Office Supplies,Art
OFF-BIN-10195,Binders Model 46,Office Supplies,Binders
OFF-ART-10838,Art Model 2,Office Supplies,Art
OFF-STO-10916,Storage Model 42,Office Supplies,Storage
TEC-MAC-10963,Machines Model 32,Technology,Machines
OFF-STO-10284,Storage Model 27,Office Supplies,Storage
FUR-CHA-10894,Chairs Model 50,Furniture,Chairs
FUR-FUR-10471,Furnishings Model 5,Furniture,Furnishings
OFF-BIN-10869,Binders Model 4,Office Supplies,Binders
TEC-ACC-10960,Accessories Model 16,Technology,Accessories
OFF-ENV-10843,Envelopes Model 1,Office Supplies,Envelopes
TEC-PHO-10982,Phones Model 35,Technology,Phones
FUR-CHA-10472,Chairs Model 6,Furniture,Chairs
OFF-FAS-10914,Fasteners Model 7,Office Supplies,Fasteners
FUR-FUR-10214,Furnishings Model 38,Furniture,Furnishings
FUR-CHA-10813,Chairs Model 16,Furniture,Chairs
FUR-TAB-10689,Tables Model 10,Furniture,Tables
FUR-CHA-10302,Chairs Model 38,Furniture,Chairs
FUR-CHA-10013,Chairs Model 13,Furniture,Chairs
FUR-FUR-10709,Furnishings Model 13,Furniture,Furnishings
OFF-STO-10130,Storage Model 16,Office Supplies,Storage
FUR-TAB-10845,Tables Model 17,Furniture,Tables
FUR-TAB-10789,Tables Model 18,Furniture,Tables
OFF-LAB-10159,Labels Model 1,Office Supplies,Labels
FUR-TAB-10375,Tables Model 3,Furniture,Tables
FUR-CHA-10006,Chairs Model 25,Furniture,Chairs
FUR-CHA-10909,Chairs Model 20,Furniture,Chairs
TEC-COP-10773,Copiers Model 5,Technology,Copiers
TEC-PHO-10651,Phones Model 8,Technology,Phones
OFF-LAB-10539,Labels Model 14,Office Supplies,Labels
FUR-CHA-10614,Chairs Model 18,Furniture,Chairs
FUR-FUR-10725,Furnishings Model 15,Furniture,Furnishings
OFF-APP-10239,Appliances Model 5,Office Supplies,Appliances
TEC-PHO-10302,Phones Model 27,Technology,Phones
FUR-TAB-10897,Tables Model 36,Furniture,Tables
OFF-SUP-10004,Supplies Model 49,Office Supplies,Supplies
FUR-FUR-10113,Furnishings Model 5,Furniture,Furnishings
OFF-STO-10342,Storage Model 38,Office Supplies,Storage
OFF-PAP-10491,Paper Model 50,Office Supplies,Paper
TEC-PHO-10393,Phones Model 41,Technology,Phones
TEC-COP-10959,Copiers Model 3,Technology,Copiers
OFF-LAB-10397,Labels Model 9,Office Supplies,Labels
OFF-LAB-10839,Labels Model 38,Office Supplies,Labels
TEC-COP-10486,Copiers Model 45,Technology,Copiers
TEC-PHO-10575,Phones Model 17,Technology,Phones
OFF-SUP-10852,Supplies Model 37,Office Supplies,Supplies
OFF-ENV-10841,Envelopes Model 19,Office Supplies,Envelopes
FUR-FUR-10622,Furnishings Model 16,Furniture,Furnishings
OFF-SUP-10800,Supplies Model 37,Office Supplies,Supplies
TEC-PHO-10909,Phones Model 39,Technology,Phones
FUR-FUR-10264,Furnishings Model 20,Furniture,Furnishings
TEC-MAC-10263,Machines Model 2,Technology,Machines
TEC-PHO-10715,Phones Model 11,Technology,Phones
OFF-SUP-10172,Supplies Model 8,Office Supplies,Supplies
OFF-ART-10352,Art Model 43,Office Supplies,Art
TEC-COP-10260,Copiers Model 47,Technology,Copiers
OFF-APP-10984,Appliances Model 23,Office Supplies,Appliances
OFF-PAP-10370,Paper Model 26,Office Supplies,Paper
TEC-ACC-10136,Accessories Model 1,Technology,Accessories
FUR-FUR-10780,Furnishings Model 14,Furniture,Furnishings
TEC-COP-10633,Copiers Model 20,Technology,Copiers
TEC-MAC-10246,Machines Model 21,Technology,Machines
FUR-TAB-10445,Tables Model 50,Furniture,Tables
FUR-CHA-10004,Chairs Model 2,Furniture,Chairs
TEC-MAC-10850,Machines Model 45,Technology,Machines
FUR-CHA-10101,Chairs Model 47,Furniture,Chairs
TEC-ACC-10332,Accessories Model 33,Technology,Accessories
TEC-ACC-10414,Accessories Model 12,Technology,Accessories
OFF-BIN-10474,Binders Model 29,Office Supplies,Binders
TEC-COP-10982,Copiers Model 45,Technology,Copiers
TEC-ACC-10398,Accessories Model 1,Technology,Accessories
TEC-MAC-10062,Machines Model 1,Technology,Machines
TEC-ACC-10766,Accessories Model 35,Technology,Accessories
OFF-STO-10581,Storage Model 7,Office Supplies,Storage
TEC-COP-10473,Copiers Model 39,Technology,Copiers
TEC-COP-10488,Copiers Model 34,Technology,Copiers
OFF-BIN-10323,Binders Model 43,Office Supplies,Binders
OFF-ENV-10243,Envelopes Model 21,Office Supplies,Envelopes
TEC-MAC-10498,Machines Model 5,Technology,Machines
OFF-FAS-10481,Fasteners Model 17,Office Supplies,Fasteners
FUR-TAB-10949,Tables Model 43,Furniture,Tables
TEC-PHO-10928,Phones Model 35,Technology,Phones
TEC-ACC-10331,Accessories Model 22,Technology,Accessories
TEC-MAC-10945,Machines Model 14,Technology,Machines
FUR-TAB-10409,Tables Model 37,Furniture,Tables
OFF-ART-10468,Art Model 50,Office Supplies,Art
TEC-PHO-10212,Phones Model 38,Technology,Phones
FUR-BOO-10702,Bookcases Model 16,Furniture,Bookcases
FUR-FUR-10464,Furnishings Model 50,Furniture,Furnishings
FUR-FUR-10864,Furnishings Model 37,Furniture,Furnishings
OFF-LAB-10563,Labels Model 30,Office Supplies,Labels
TEC-MAC-10490,Machines Model 30,Technology,Machines
OFF-LAB-10814,Labels Model 39,Office Supplies,Labels
FUR-TAB-10034,Tables Model 22,Furniture,Tables
OFF-FAS-10596,Fasteners Model 34,Office Supplies,Fasteners
FUR-CHA-10858,Chairs Model 26,Furniture,Chairs
FUR-CHA-10497,Chairs Model 7,Furniture,Chairs
OFF-ART-10749,Art Model 29,Office Supplies,Art
TEC-COP-10052,Copiers Model 44,Technology,Copiers
OFF-LAB-10578,Labels Model 31,Office Supplies,Labels
FUR-TAB-10655,Tables Model 15,Furniture,Tables
FUR-CHA-10922,Chairs Model 13,Furniture,Chairs
FUR-FUR-10785,Furnishings Model 1,Furniture,Furnishings
TEC-MAC-10528,Machines Model 33,Technology,Machines
FUR-BOO-10690,Bookcases Model 23,Furniture,Bookcases
OFF-APP-10754,Appliances Model 38,Office Supplies,Appliances
FUR-CHA-10610,Chairs Model 15,Furniture,Chairs
TEC-PHO-10559,Phones Model 11,Technology,Phones
TEC-COP-10395,Copiers Model 1,Technology,Copiers
OFF-ART-10511,Art Model 22,Office Supplies,Art
TEC-COP-10739,Copiers Model 38,Technology,Copiers
TEC-ACC-10257,Accessories Model 25,Technology,Accessories
FUR-BOO-10628,Bookcases Model 17,Furniture,Bookcases
TEC-PHO-10857,Phones Model 29,Technology,Phones
TEC-PHO-10355,Phones Model 40,Technology,Phones
TEC-MAC-10346,Machines Model 9,Technology,Machines
FUR-TAB-10179,Tables Model 35,Furniture,Tables
TEC-ACC-10093,Accessories Model 47,Technology,Accessories
TEC-MAC-10851,Machines Model 18,Technology,Machines
OFF-STO-10491,Storage Model 16,Office Supplies,Storage
OFF-FAS-10722,Fasteners Model 38,Office Supplies,Fasteners
OFF-BIN-10042,Binders Model 49,Office Supplies,Binders
TEC-ACC-10425,Accessories Model 31,Technology,Accessories
TEC-PHO-10304,Phones Model 18,Technology,Phones
TEC-MAC-10360,Machines Model 35,Technology,Machines
OFF-PAP-10431,Paper Model 18,Office Supplies,Paper
FUR-FUR-10039,Furnishings Model 35,Furniture,Furnishings
TEC-COP-10983,Copiers Model 32,Technology,Copiers
OFF-SUP-10146,Supplies Model 4,Office Supplies,Supplies
OFF-SUP-10306,Supplies Model 24,Office Supplies,Supplies
OFF-APP-10207,Appliances Model 2,Office Supplies,Appliances
TEC-ACC-10596,Accessories Model 13,Technology,Accessories
OFF-BIN-10362,Binders Model 31,Office Supplies,Binders
TEC-MAC-10566,Machines Model 39,Technology,Machines
FUR-CHA-10708,Chairs Model 12,Furniture,Chairs
OFF-FAS-10904,Fasteners Model 45,Office Supplies,Fasteners
TEC-ACC-10569,Accessories Model 35,Technology,Accessories
TEC-PHO-10071,Phones Model 43,Technology,Phones
FUR-TAB-10055,Tables Model 20,Furniture,Tables
TEC-PHO-10739,Phones Model 14,Technology,Phones
FUR-CHA-10059,Chairs Model 46,Furniture,Chairs
OFF-PAP-10026,Paper Model 13,Office Supplies,Paper
TEC-COP-10061,Copiers Model 28,Technology,Copiers
OFF-PAP-10784,Paper Model 16,Office Supplies,Paper
FUR-FUR-10202,Furnishings Model 16,Furniture,Furnishings
FUR-TAB-10760,Tables Model 18,Furniture,Tables
OFF-ENV-10555,Envelopes Model 36,Office Supplies,Envelopes
FUR-FUR-10449,Furnishings Model 24,Furniture,Furnishings
TEC-MAC-10039,Machines Model 26,Technology,Machines
FUR-CHA-10525,Chairs Model 7,Furniture,Chairs
OFF-STO-10801,Storage Model 22,Office Supplies,Storage
OFF-ENV-10091,Envelopes Model 18,Office Supplies,Envelopes
FUR-TAB-10007,Tables Model 6,Furniture,Tables
FUR-BOO-10822,Bookcases Model 45,Furniture,Bookcases
OFF-LAB-10829,Labels Model 32,Office Supplies,Labels
TEC-MAC-10759,Machines Model 49,Technology,Machines
TEC-COP-10663,Copiers Model 29,Technology,Copiers
FUR-BOO-10564,Bookcases Model 15,Furniture,Bookcases
FUR-FUR-10128,Furnishings Model 44,Furniture,Furnishings
TEC-MAC-10177,Machines Model 41,Technology,Machines
TEC-ACC-10880,Accessories Model 26,Technology,Accessories
TEC-COP-10847,Copiers Model 6,Technology,Copiers
OFF-SUP-10118,Supplies Model 27,Office Supplies,Supplies
FUR-CHA-10176,Chairs Model 47,Furniture,Chairs
OFF-PAP-10572,Paper Model 44,Office Supplies,Paper
TEC-COP-10768,Copiers Model 42,Technology,Copiers
TEC-PHO-10369,Phones Model 47,Technology,Phones
FUR-TAB-10699,Tables Model 48,Furniture,Tables
OFF-LAB-10769,Labels Model 38,Office Supplies,Labels
FUR-TAB-10503,Tables Model 47,Furniture,Tables
OFF-SUP-10452,Supplies Model 9,Office Supplies,Supplies
OFF-PAP-10003,Paper Model 3,Office Supplies,Paper
FUR-BOO-10865,Bookcases Model 48,Furniture,Bookcases
OFF-APP-10750,Appliances Model 25,Office Supplies,Appliances
FUR-BOO-10725,Bookcases Model 36,Furniture,Bookcases
FUR-FUR-10236,Furnishings Model 14,Furniture,Furnishings
OFF-ART-10190,Art Model 22,Office Supplies,Art
TEC-ACC-10670,Accessories Model 14,Technology,Accessories
OFF-LAB-10546,Labels Model 18,Office Supplies,Labels
OFF-FAS-10770,Fasteners Model 44,Office Supplies,Fasteners
TEC-PHO-10745,Phones Model 45,Technology,Phones
FUR-CHA-10644,Chairs Model 29,Furniture,Chairs
TEC-COP-10653,Copiers Model 43,Technology,Copiers
OFF-BIN-10569,Binders Model 37,Office Supplies,Binders
OFF-ENV-10756,Envelopes Model 6,Office Supplies,Envelopes
FUR-TAB-10737,Tables Model 46,Furniture,Tables
FUR-BOO-10680,Bookcases Model 31,Furniture,Bookcases
TEC-MAC-10099,Machines Model 27,Technology,Machines
OFF-ENV-10705,Envelopes Model 15,Office Supplies,Envelopes
OFF-SUP-10520,Supplies Model 21,Office Supplies,Supplies
TEC-ACC-10287,Accessories Model 26,Technology,Accessories
TEC-ACC-10702,Accessories Model 23,Technology,Accessories
OFF-LAB-10926,Labels Model 20,Office Supplies,Labels
OFF-LAB-10043,Labels Model 20,Office Supplies,Labels
FUR-BOO-10834,Bookcases Model 15,Furniture,Bookcases
OFF-PAP-10194,Paper Model 26,Office Supplies,Paper
TEC-MAC-10814,Machines Model 43,Technology,Machines
FUR-FUR-10984,Furnishings Model 9,Furniture,Furnishings
FUR-BOO-10394,Bookcases Model 10,Furniture,Bookcases
TEC-COP-10938,Copiers Model 4,Technology,Copiers
FUR-TAB-10226,Tables Model 8,Furniture,Tables
OFF-ENV-10990,Envelopes Model 19,Office Supplies,Envelopes
OFF-LAB-10964,Labels Model 45,Office Supplies,Labels
TEC-PHO-10823,Phones Model 50,Technology,Phones
TEC-ACC-10848,Accessories Model 33,Technology,Accessories
FUR-FUR-10498,Furnishings Model 17,Furniture,Furnishings
FUR-BOO-10868,Bookcases Model 13,Furniture,Bookcases
TEC-COP-10980,Copiers Model 25,Technology,Copiers
FUR-CHA-10897,Chairs Model 36,Furniture,Chairs
OFF-ART-10851,Art Model 3,Office Supplies,Art
FUR-BOO-10008,Bookcases Model 41,Furniture,Bookcases
OFF-BIN-10295,Binders Model 43,Office Supplies,Binders
FUR-TAB-10811,Tables Model 18,Furniture,Tables
TEC-PHO-10605,Phones Model 49,Technology,Phones
TEC-ACC-10514,Accessories Model 7,Technology,Accessories
TEC-PHO-10830,Phones Model 14,Technology,Phones
TEC-MAC-10200,Machines Model 48,Technology,Machines
OFF-ART-10566,Art Model 2,Office Supplies,Art
OFF-LAB-10445,Labels Model 25,Office Supplies,Labels
OFF-LAB-10320,Labels Model 14,Office Supplies,Labels
FUR-TAB-10492,Tables Model 19,Furniture,Tables
TEC-PHO-10145,Phones Model 38,Technology,Phones
TEC-COP-10699,Copiers Model 24,Technology,Copiers
FUR-TAB-10810,Tables Model 41,Furniture,Tables
TEC-COP-10940,Copiers Model 15,Technology,Copiers
TEC-ACC-10570,Accessories Model 3,Technology,Accessories
OFF-LAB-10740,Labels Model 32,Office Supplies,Labels
OFF-LAB-10985,Labels Model 46,Office Supplies,Labels
FUR-FUR-10583,Furnishings Model 11,Furniture,Furnishings
TEC-PHO-10744,Phones Model 22,Technology,Phones
TEC-MAC-10943,Machines Model 7,Technology,Machines
FUR-FUR-10374,Furnishings Model 37,Furniture,Furnishings
FUR-BOO-10183,Bookcases Model 28,Furniture,Bookcases
OFF-ART-10229,Art Model 40,Office Supplies,Art
FUR-BOO-10267,Bookcases Model 38,Furniture,Bookcases
TEC-PHO-10037,Phones Model 38,Technology,Phones
TEC-COP-10581,Copiers Model 37,Technology,Copiers
OFF-ART-10786,Art Model 32,Office Supplies,Art
OFF-LAB-10004,Labels Model 38,Office Supplies,Labels
OFF-SUP-10205,Supplies Model 23,Office Supplies,Supplies
TEC-COP-10391,Copiers Model 13,Technology,Copiers
OFF-APP-10259,Appliances Model 2,Office Supplies,Appliances
OFF-BIN-10898,Binders Model 2,Office Supplies,Binders
FUR-FUR-10947,Furnishings Model 26,Furniture,Furnishings
TEC-ACC-10486,Accessories Model 15,Technology,Accessories
OFF-BIN-10105,Binders Model 3,Office Supplies,Binders
TEC-ACC-10663,Accessories Model 28,Technology,Accessories
OFF-FAS-10608,Fasteners Model 10,Office Supplies,Fasteners
OFF-SUP-10220,Supplies Model 21,Office Supplies,Supplies
OFF-ENV-10032,Envelopes Model 12,Office Supplies,Envelopes
TEC-ACC-10982,Accessories Model 44,Technology,Accessories
FUR-TAB-10865,Tables Model 42,Furniture,Tables
OFF-STO-10451,Storage Model 34,Office Supplies,Storage
TEC-MAC-10706,Machines Model 44,Technology,Machines
FUR-CHA-10760,Chairs Model 38,Furniture,Chairs
FUR-CHA-10634,Chairs Model 40,Furniture,Chairs
FUR-CHA-10932,Chairs Model 16,Furniture,Chairs
OFF-FAS-10213,Fasteners Model 11,Office Supplies,Fasteners
FUR-CHA-10680,Chairs Model 35,Furniture,Chairs
OFF-PAP-10242,Paper Model 34,Office Supplies,Paper
FUR-BOO-10516,Bookcases Model 22,Furniture,Bookcases
FUR-BOO-10588,Bookcases Model 28,Furniture,Bookcases
TEC-MAC-10599,Machines Model 48,Technology,Machines
FUR-BOO-10609,Bookcases Model 24,Furniture,Bookcases
OFF-ENV-10457,Envelopes Model 50,Office Supplies,Envelopes
OFF-PAP-10754,Paper Model 38,Office Supplies,Paper
FUR-FUR-10472,Furnishings Model 17,Furniture,Furnishings
TEC-PHO-10351,Phones Model 2,Technology,Phones
FUR-FUR-10369,Furnishings Model 13,Furniture,Furnishings
FUR-BOO-10809,Bookcases Model 19,Furniture,Bookcases
OFF-ENV-10716,Envelopes Model 49,Office Supplies,Envelopes
OFF-FAS-10777,Fasteners Model 46,Office Supplies,Fasteners
FUR-BOO-10597,Bookcases Model 15,Furniture,Bookcases
FUR-FUR-10661,Furnishings Model 44,Furniture,Furnishings
FUR-CHA-10681,Chairs Model 43,Furniture,Chairs
FUR-FUR-10413,Furnishings Model 16,Furniture,Furnishings
TEC-MAC-10299,Machines Model 31,Technology,Machines
OFF-ART-10416,Art Model 16,Office Supplies,Art
OFF-ENV-10539,Envelopes Model 29,Office Supplies,Envelopes
TEC-PHO-10318,Phones Model 42,Technology,Phones
FUR-TAB-10683,Tables Model 34,Furniture,Tables
FUR-CHA-10924,Chairs Model 4,Furniture,Chairs
TEC-MAC-10667,Machines Model 43,Technology,Machines
OFF-PAP-10667,Paper Model 28,Office Supplies,Paper
OFF-APP-10903,Appliances Model 17,Office Supplies,Appliances
OFF-ART-10333,Art Model 6,Office Supplies,Art
TEC-PHO-10556,Phones Model 6,Technology,Phones
FUR-TAB-10129,Tables Model 39,Furniture,Tables
FUR-BOO-10359,Bookcases Model 40,Furniture,Bookcases
TEC-MAC-10294,Machines Model 22,Technology,Machines
FUR-FUR-10819,Furnishings Model 6,Furniture,Furnishings
FUR-FUR-10428,Furnishings Model 49,Furniture,Furnishings
FUR-FUR-10791,Furnishings Model 5,Furniture,Furnishings
OFF-APP-10192,Appliances Model 10,Office Supplies,Appliances
OFF-BIN-10002,Binders Model 37,Office Supplies,Binders
TEC-MAC-10010,Machines Model 48,Technology,Machines
OFF-PAP-10459,Paper Model 42,Office Supplies,Paper
TEC-MAC-10031,Machines Model 49,Technology,Machines
TEC-PHO-10910,Phones Model 25,Technology,Phones
OFF-PAP-10757,Paper Model 22,Office Supplies,Paper
TEC-ACC-10550,Accessories Model 42,Technology,Accessories
OFF-FAS-10806,Fasteners Model 48,Office Supplies,Fasteners
FUR-CHA-10864,Chairs Model 37,Furniture,Chairs
