order_date,region,category,total_sales,total_profit,total_orders,avg_discount
2021-05-28,South,Office Supplies,1400.01,160.39,2,0.2
2021-05-28,West,Office Supplies,1463.92,375.98,1,0.0
2021-05-29,Central,Furniture,1994.79,357.33,1,0.0
2021-05-29,East,Furniture,1292.84,-150.02,1,0.0
2021-05-29,East,Office Supplies,1382.79,-250.25,1,0.0
2021-05-29,South,Furniture,3359.11,261.34,3,0.3333
2021-05-29,South,Technology,1196.57,322.98,1,0.4
2021-05-29,West,Office Supplies,1828.6,216.48,1,0.4
2021-05-29,West,Technology,70.96,-6.5,1,0.4
2021-05-30,Central,Furniture,835.96,183.75,1,0.1
2021-05-30,Central,Office Supplies,4789.1,1258.27,4,0.275
2021-05-30,Central,Technology,25.8,-3.92,1,0.0
2021-05-30,East,Furniture,519.65,111.76,1,0.3
2021-05-30,East,Office Supplies,927.36,355.09,1,0.3
2021-05-30,East,Technology,1611.25,141.2,1,0.1
2021-05-30,South,Furniture,1815.01,66.56,2,0.25
2021-05-30,South,Office Supplies,914.56,73.8,1,0.5
2021-05-30,West,Technology,782.56,7.33,1,0.0
2021-05-31,Central,Furniture,1480.48,402.83,1,0.5
2021-05-31,East,Office Supplies,642.82,-86.07,1,0.0
2021-05-31,East,Technology,1298.81,-123.5,1,0.5
2021-05-31,South,Furniture,1365.21,-39.74,1,0.0
2021-05-31,West,Technology,1049.01,266.34,1,0.0
2021-06-01,Central,Technology,1089.5,396.25,1,0.0
2021-06-01,East,Office Supplies,62.42,1.58,1,0.4
2021-06-01,South,Office Supplies,1029.38,294.41,1,0.0
2021-06-01,South,Technology,319.5,42.55,1,0.0
2021-06-01,West,Technology,2878.23,286.33,2,0.15
2021-06-02,Central,Office Supplies,4032.9,30.46,4,0.125
2021-06-02,South,Furniture,1983.27,656.97,1,0.5
2021-06-02,South,Office Supplies,1130.79,77.74,2,0.25
2021-06-02,West,Furniture,3896.84,-344.39,2,0.45
2021-06-02,West,Office Supplies,1381.17,-93.41,1,0.2
2021-06-02,West,Technology,161.26,25.81,1,0.0
2021-06-03,Central,Furniture,1732.99,410.26,2,0.0
2021-06-03,East,Technology,1859.44,-174.59,1,0.0
2021-06-03,South,Office Supplies,953.34,9.16,2,0.3
2021-06-03,South,Technology,2736.53,177.18,2,0.0
2021-06-03,West,Furniture,1252.13,371.88,1,0.1
2021-06-04,Central,Furniture,3226.58,38.36,2,0.25
2021-06-04,East,Office Supplies,1246.55,-175.42,1,0.2
2021-06-04,South,Office Supplies,3865.41,-0.68,3,0.1333
2021-06-04,West,Furniture,255.65,23.06,1,0.0
2021-06-04,West,Office Supplies,1062.77,350.78,1,0.5
2021-06-04,West,Technology,1518.75,-113.23,1,0.2
2021-06-05,Central,Technology,3653.55,497.83,2,0.25
2021-06-05,East,Furniture,1915.22,625.23,1,0.0
2021-06-05,East,Technology,1614.8,-236.73,1,0.2
2021-06-05,South,Office Supplies,1865.88,582.04,1,0.4
2021-06-05,West,Furniture,349.36,18.02,1,0.2
2021-06-05,West,Office Supplies,1591.44,-133.46,1,0.1
2021-06-05,West,Technology,1942.54,-3.54,1,0.4
2021-06-06,East,Technology,1134.67,52.7,1,0.1
2021-06-06,South,Technology,1451.19,-71.69,1,0.0
2021-06-06,West,Furniture,361.5,122.2,1,0.1
2021-06-07,Central,Furniture,1960.07,-152.29,3,0.1
2021-06-07,Central,Office Supplies,507.9,49.24,1,0.1
2021-06-07,East,Office Supplies,1943.59,455.06,2,0.1
2021-06-07,South,Office Supplies,710.93,267.34,1,0.3
2021-06-07,West,Furniture,1411.88,421.73,1,0.1
2021-06-08,Central,Furniture,764.34,150.59,1,0.2
2021-06-08,East,Technology,3037.83,-269.71,3,0.1333
2021-06-08,South,Furniture,1484.76,316.75,1,0.3
2021-06-08,West,Furniture,1547.76,15.47,1,0.0
2021-06-08,West,Office Supplies,440.25,88.66,2,0.35
2021-06-09,Central,Furniture,1943.81,-373.45,1,0.1
2021-06-09,Central,Technology,1163.85,-212.08,1,0.5
2021-06-09,East,Office Supplies,3091.03,765.41,2,0.1
2021-06-09,East,Technology,1281.94,287.26,1,0.4
2021-06-09,South,Office Supplies,224.95,70.58,1,0.2
2021-06-09,West,Furniture,1885.27,344.64,1,0.5
2021-06-09,West,Office Supplies,1247.75,486.08,1,0.2
2021-06-09,West,Technology,2105.14,-247.67,2,0.3
2021-06-10,Central,Furniture,294.72,-7.6,1,0.0
2021-06-10,Central,Technology,336.9,113.7,2,0.1
2021-06-10,East,Office Supplies,427.97,78.15,1,0.3
2021-06-10,East,Technology,1265.1,61.65,1,0.0
2021-06-10,South,Furniture,1104.22,354.89,1,0.3
2021-06-10,South,Technology,1393.64,-15.94,2,0.3
2021-06-10,West,Office Supplies,1964.12,241.85,1,0.0
2021-06-10,West,Technology,1725.27,47.03,1,0.0
2021-06-11,Central,Furniture,2564.57,-26.08,2,0.1
2021-06-11,Central,Office Supplies,1639.21,479.54,2,0.35
2021-06-11,East,Office Supplies,4627.61,-740.39,3,0.1667
2021-06-11,South,Office Supplies,1714.7,489.69,1,0.4
2021-06-11,South,Technology,1166.11,243.56,2,0.25
2021-06-12,Central,Furniture,1938.0,-294.68,2,0.05
2021-06-12,East,Office Supplies,1005.38,199.8,1,0.2
2021-06-12,East,Technology,886.25,210.18,1,0.3
2021-06-12,South,Furniture,874.51,-40.55,1,0.0
2021-06-12,South,Office Supplies,706.24,125.71,1,0.3
2021-06-12,South,Technology,1582.04,103.31,1,0.1
2021-06-12,West,Furniture,3572.08,222.37,2,0.25
2021-06-12,West,Office Supplies,1403.94,285.09,1,0.5
2021-06-12,West,Technology,1948.64,637.02,1,0.0
2021-06-13,Central,Office Supplies,3495.37,914.33,2,0.0
2021-06-13,East,Furniture,285.39,1.35,1,0.0
2021-06-13,East,Office Supplies,2963.01,542.62,2,0.5
2021-06-13,East,Technology,1922.36,-123.6,1,0.3
2021-06-13,South,Office Supplies,1139.81,-17.81,1,0.4
2021-06-13,South,Technology,3286.34,3.85,2,0.45
2021-06-14,Central,Office Supplies,2216.18,121.41,3,0.3667
2021-06-14,East,Office Supplies,516.67,27.26,1,0.5
2021-06-14,East,Technology,1617.1,-119.8,1,0.0
2021-06-14,South,Technology,1263.43,-211.51,1,0.3
2021-06-14,West,Furniture,1891.55,520.65,2,0.15
2021-06-14,West,Office Supplies,2601.67,-164.24,2,0.15
2021-06-15,Central,Office Supplies,1001.74,346.4,1,0.3
2021-06-15,East,Furniture,587.48,-44.11,1,0.5
2021-06-15,South,Office Supplies,779.43,185.13,1,0.0
2021-06-15,South,Technology,174.43,17.43,1,0.0
2021-06-15,West,Technology,1388.84,188.66,2,0.0
2021-06-16,Central,Furniture,806.78,183.95,1,0.4
2021-06-16,East,Technology,287.53,-9.88,2,0.4
2021-06-16,South,Office Supplies,1609.7,161.78,1,0.2
2021-06-16,West,Office Supplies,1887.04,468.83,1,0.1
2021-06-17,Central,Furniture,1375.7,39.96,2,0.2
2021-06-17,Central,Technology,362.94,91.36,1,0.0
2021-06-17,East,Office Supplies,839.46,-7.96,1,0.3
2021-06-17,South,Furniture,3119.78,181.5,2,0.0
2021-06-17,South,Office Supplies,1895.64,-325.81,1,0.0
2021-06-17,South,Technology,1129.97,-145.1,1,0.1
2021-06-17,West,Furniture,1316.06,97.7,2,0.0
2021-06-18,Central,Office Supplies,4345.53,-106.14,3,0.2
2021-06-18,East,Technology,763.99,145.08,1,0.1
2021-06-18,South,Furniture,62.42,2.03,1,0.4
2021-06-18,South,Office Supplies,2699.57,-441.34,2,0.25
2021-06-18,South,Technology,2887.89,139.21,2,0.0
2021-06-18,West,Furniture,3293.5,-133.84,2,0.2
2021-06-18,West,Office Supplies,2073.77,737.66,2,0.1
2021-06-19,Central,Furniture,1535.98,221.92,1,0.3
2021-06-19,Central,Technology,646.24,233.05,1,0.2
2021-06-19,East,Furniture,2565.15,429.62,2,0.05
2021-06-19,East,Technology,558.77,80.27,1,0.0
2021-06-19,South,Furniture,2042.24,-0.3,2,0.0
2021-06-19,South,Office Supplies,2499.0,654.18,2,0.25
2021-06-19,West,Furniture,388.94,105.09,1,0.5
2021-06-19,West,Office Supplies,1777.72,24.28,2,0.25
2021-06-20,Central,Furniture,2546.7,442.67,3,0.1667
2021-06-20,East,Office Supplies,1654.46,98.25,2,0.05
2021-06-20,East,Technology,1580.11,51.71,1,0.0
2021-06-20,South,Technology,4131.42,746.6,3,0.2
2021-06-20,West,Furniture,3706.34,621.32,2,0.2
2021-06-20,West,Office Supplies,1437.62,239.36,1,0.3
2021-06-20,West,Technology,1307.49,283.13,1,0.4
2021-06-21,East,Furniture,1404.56,131.49,1,0.3
2021-06-21,South,Office Supplies,463.66,-41.25,1,0.0
2021-06-21,South,Technology,2419.14,180.71,2,0.1
2021-06-21,West,Furniture,2236.5,511.02,2,0.3
2021-06-21,West,Office Supplies,1698.09,562.24,1,0.0
2021-06-22,East,Technology,1695.47,218.69,1,0.2
2021-06-22,South,Furniture,1866.91,738.17,1,0.3
2021-06-22,West,Office Supplies,1434.91,-236.13,1,0.4
2021-06-22,West,Technology,3066.37,304.31,2,0.25
2021-06-23,Central,Technology,1262.95,-211.0,1,0.3
2021-06-23,East,Furniture,322.06,83.35,1,0.1
2021-06-23,East,Office Supplies,2078.4,282.29,2,0.2
2021-06-23,South,Furniture,977.56,271.65,1,0.1
2021-06-23,South,Office Supplies,2378.83,164.19,2,0.2
2021-06-23,South,Technology,1066.04,-26.58,2,0.3
2021-06-23,West,Furniture,1541.86,199.77,1,0.5
2021-06-23,West,Office Supplies,1873.97,-86.76,1,0.3
2021-06-24,Central,Furniture,2582.16,206.02,3,0.2333
2021-06-24,Central,Technology,816.19,2.87,2,0.25
2021-06-24,East,Office Supplies,1991.45,693.97,1,0.2
2021-06-24,South,Office Supplies,2245.9,303.38,2,0.05
2021-06-24,South,Technology,321.68,2.67,1,0.2
2021-06-24,West,Office Supplies,844.02,222.89,2,0.2
2021-06-25,Central,Furniture,1415.58,388.39,1,0.5
2021-06-25,Central,Office Supplies,1437.67,11.46,1,0.3
2021-06-25,Central,Technology,142.0,23.67,1,0.1
2021-06-25,East,Furniture,1495.31,-286.65,1,0.5
2021-06-25,East,Office Supplies,453.2,8.5,1,0.0
2021-06-25,East,Technology,1918.37,549.92,1,0.2
2021-06-25,South,Furniture,2991.55,-67.32,2,0.05
2021-06-25,South,Technology,2810.95,506.56,4,0.3
2021-06-25,West,Furniture,1839.94,518.05,2,0.25
2021-06-25,West,Technology,1237.39,-160.04,1,0.0
2021-06-26,Central,Furniture,1832.28,375.21,1,0.2
2021-06-26,South,Furniture,1017.55,-88.61,1,0.2
2021-06-26,West,Furniture,1223.29,449.61,1,0.2
2021-06-27,Central,Furniture,1034.73,-38.23,1,0.0
2021-06-27,Central,Office Supplies,1755.33,522.52,1,0.5
2021-06-27,East,Furniture,727.93,150.34,1,0.0
2021-06-27,East,Office Supplies,461.04,45.34,1,0.3
2021-06-27,East,Technology,614.44,-60.81,1,0.1
2021-06-27,South,Furniture,1681.74,489.32,2,0.05
2021-06-27,South,Technology,2683.66,708.8,2,0.1
2021-06-28,Central,Furniture,715.81,-48.6,2,0.15
2021-06-28,Central,Technology,1729.37,-244.97,1,0.4
2021-06-28,East,Office Supplies,3492.38,891.99,2,0.3
2021-06-28,East,Technology,416.05,52.46,1,0.0
2021-06-28,South,Office Supplies,647.07,-108.24,1,0.0
2021-06-28,West,Office Supplies,1756.37,225.76,1,0.2
2021-06-29,Central,Office Supplies,3669.17,308.92,3,0.2
2021-06-29,Central,Technology,1449.85,445.54,2,0.3
2021-06-29,East,Furniture,2322.75,266.48,2,0.0
2021-06-29,East,Technology,58.78,-8.16,1,0.2
2021-06-29,South,Furniture,1685.28,308.42,2,0.2
2021-06-29,South,Office Supplies,244.88,-36.26,1,0.0
2021-06-29,West,Furniture,141.79,49.13,1,0.0
2021-06-30,Central,Furniture,1289.4,255.9,1,0.0
2021-06-30,Central,Technology,1132.27,-4.94,1,0.0
2021-06-30,East,Furniture,3555.46,-126.43,3,0.2333
2021-06-30,East,Office Supplies,3442.06,602.52,3,0.3
2021-06-30,East,Technology,405.46,67.25,1,0.5
2021-06-30,South,Office Supplies,1964.59,116.13,1,0.0
2021-06-30,West,Technology,1702.44,644.26,1,0.3
2021-07-01,Central,Technology,984.02,356.22,1,0.3
2021-07-01,East,Furniture,1816.68,-265.62,1,0.1
2021-07-01,South,Office Supplies,412.79,-40.99,1,0.5
2021-07-01,South,Technology,165.54,9.99,1,0.2
2021-07-01,West,Technology,1012.05,398.07,1,0.2
2021-07-02,Central,Furniture,1580.49,136.13,2,0.2
2021-07-02,Central,Office Supplies,2237.47,-322.18,2,0.1
2021-07-02,Central,Technology,245.02,1.68,2,0.35
2021-07-02,East,Office Supplies,1237.26,83.31,2,0.25
2021-07-02,East,Technology,2605.92,562.43,2,0.3
2021-07-02,South,Furniture,2696.94,-59.83,2,0.3
2021-07-02,West,Furniture,1398.24,72.14,1,0.0
2021-07-02,West,Office Supplies,1312.26,366.14,2,0.0
2021-07-03,Central,Furniture,1065.49,-135.55,1,0.5
2021-07-03,Central,Office Supplies,1582.92,52.33,2,0.15
2021-07-03,Central,Technology,239.12,82.13,1,0.2
2021-07-03,East,Furniture,1247.94,-202.8,2,0.0
2021-07-03,East,Office Supplies,1554.04,62.36,1,0.4
2021-07-03,East,Technology,1091.0,30.89,1,0.0
2021-07-03,West,Furniture,640.63,136.8,1,0.1
2021-07-03,West,Technology,194.32,-6.22,2,0.3
2021-07-04,Central,Furniture,913.03,-90.76,1,0.3
2021-07-04,Central,Office Supplies,31.27,2.61,1,0.4
2021-07-04,East,Office Supplies,323.72,-59.37,1,0.2
2021-07-04,East,Technology,2302.91,514.68,2,0.15
2021-07-04,South,Furniture,1412.41,272.54,1,0.0
2021-07-04,South,Office Supplies,2453.16,557.54,2,0.3
2021-07-04,South,Technology,316.86,46.28,1,0.3
2021-07-04,West,Furniture,485.21,-16.61,1,0.0
2021-07-04,West,Office Supplies,687.17,193.88,1,0.3
2021-07-05,Central,Furniture,901.8,-79.74,1,0.5
2021-07-05,Central,Office Supplies,1509.37,110.16,1,0.3
2021-07-05,Central,Technology,741.33,183.03,1,0.4
2021-07-05,East,Office Supplies,3453.87,491.09,2,0.4
2021-07-05,East,Technology,2788.67,922.89,2,0.15
2021-07-05,South,Office Supplies,178.71,10.83,1,0.5
2021-07-05,South,Technology,1635.9,415.92,1,0.0
2021-07-06,Central,Technology,1295.56,87.5,1,0.0
2021-07-06,East,Furniture,3446.23,46.96,3,0.1667
2021-07-06,East,Office Supplies,1057.97,-142.72,1,0.5
2021-07-06,East,Technology,1991.86,315.75,2,0.0
2021-07-06,South,Office Supplies,2758.84,504.83,3,0.2667
2021-07-06,South,Technology,299.2,-44.02,1,0.4
2021-07-06,West,Furniture,890.16,132.43,2,0.2
2021-07-06,West,Technology,2463.13,212.86,2,0.15
2021-07-07,Central,Office Supplies,326.84,-7.35,1,0.0
2021-07-07,Central,Technology,1452.66,476.39,1,0.0
2021-07-07,East,Office Supplies,903.82,142.47,1,0.0
2021-07-07,South,Furniture,3850.43,494.95,2,0.05
2021-07-07,West,Office Supplies,1280.88,271.57,1,0.3
2021-07-07,West,Technology,1933.51,21.06,1,0.4
2021-07-08,Central,Office Supplies,1889.78,308.11,1,0.4
2021-07-08,East,Furniture,113.77,14.65,1,0.2
2021-07-08,East,Office Supplies,806.54,0.95,1,0.1
2021-07-08,East,Technology,462.19,1.52,2,0.15
2021-07-09,Central,Furniture,1129.08,379.45,1,0.0
2021-07-09,Central,Office Supplies,5253.8,-404.55,3,0.2333
2021-07-09,East,Furniture,1182.34,380.02,1,0.1
2021-07-09,East,Office Supplies,1374.68,447.97,2,0.05
2021-07-09,South,Furniture,1392.24,-121.19,2,0.2
2021-07-09,South,Office Supplies,2533.19,471.97,2,0.2
2021-07-09,South,Technology,1209.76,413.8,1,0.2
2021-07-09,West,Furniture,70.55,-1.63,1,0.2
2021-07-09,West,Technology,898.49,-23.55,2,0.2
2021-07-10,Central,Office Supplies,3412.1,786.59,2,0.0
2021-07-10,East,Furniture,1409.61,85.15,1,0.0
2021-07-10,South,Office Supplies,32.58,3.45,1,0.5
2021-07-10,South,Technology,1567.65,538.28,2,0.0
2021-07-10,West,Office Supplies,1108.05,281.7,1,0.3
2021-07-11,Central,Office Supplies,1285.56,-125.06,1,0.0
2021-07-11,East,Office Supplies,1469.39,316.62,1,0.0
2021-07-11,East,Technology,179.91,46.39,1,0.0
2021-07-11,South,Office Supplies,1195.55,294.54,1,0.0
2021-07-11,South,Technology,1744.11,141.99,2,0.0
2021-07-11,West,Office Supplies,2347.56,219.01,2,0.0
2021-07-12,East,Furniture,1608.98,-260.5,1,0.3
2021-07-12,East,Office Supplies,208.76,-8.13,1,0.2
2021-07-12,East,Technology,2999.66,498.97,2,0.0
2021-07-12,South,Furniture,1827.98,506.56,2,0.1
2021-07-12,South,Technology,452.04,-15.6,1,0.2
2021-07-13,Central,Furniture,1862.79,435.85,1,0.0
2021-07-13,Central,Technology,909.89,181.77,1,0.4
2021-07-13,East,Office Supplies,194.36,6.0,1,0.0
2021-07-13,East,Technology,1570.96,360.8,1,0.0
2021-07-13,South,Furniture,2297.48,-107.57,2,0.15
2021-07-13,West,Furniture,670.0,-28.34,1,0.0
2021-07-13,West,Office Supplies,3414.83,50.96,3,0.2
2021-07-14,Central,Furniture,2218.2,69.4,2,0.3
2021-07-14,Central,Office Supplies,1760.12,-351.93,1,0.2
2021-07-14,Central,Technology,317.79,53.51,1,0.2
2021-07-14,East,Office Supplies,1660.4,-168.3,1,0.0
2021-07-14,East,Technology,1701.73,439.64,2,0.25
2021-07-14,South,Furniture,1736.03,-346.43,1,0.0
2021-07-15,East,Office Supplies,1064.5,174.25,1,0.4
2021-07-15,East,Technology,642.04,153.1,1,0.5
2021-07-15,South,Technology,1605.53,549.32,1,0.3
2021-07-15,West,Office Supplies,554.47,29.81,1,0.4
2021-07-15,West,Technology,2713.49,312.83,3,0.0333
2021-07-16,Central,Furniture,1906.38,316.45,1,0.0
2021-07-16,Central,Office Supplies,1376.58,460.86,1,0.0
2021-07-16,Central,Technology,1461.77,339.45,1,0.5
2021-07-16,East,Furniture,41.29,-1.33,1,0.4
2021-07-16,East,Office Supplies,1756.8,584.72,1,0.0
2021-07-16,East,Technology,1826.25,193.57,2,0.25
2021-07-16,South,Furniture,1460.64,-22.66,1,0.0
2021-07-16,South,Office Supplies,2135.98,-37.0,2,0.5
2021-07-16,South,Technology,948.99,-4.91,1,0.1
2021-07-16,West,Furniture,208.84,63.39,1,0.3
2021-07-16,West,Technology,628.5,69.2,1,0.1
2021-07-17,East,Office Supplies,1321.19,-122.63,1,0.0
2021-07-17,South,Furniture,2205.43,199.9,2,0.0
2021-07-17,South,Office Supplies,481.96,-20.71,1,0.0
2021-07-17,West,Furniture,934.6,258.6,1,0.0
2021-07-17,West,Office Supplies,2165.92,200.54,2,0.2
2021-07-18,Central,Furniture,1080.18,164.32,2,0.2
2021-07-18,Central,Office Supplies,992.52,136.41,1,0.0
2021-07-18,East,Office Supplies,924.18,294.98,1,0.3
2021-07-18,South,Furniture,3076.5,688.48,2,0.4
2021-07-18,South,Office Supplies,113.14,-9.29,1,0.5
2021-07-18,West,Furniture,417.48,80.5,1,0.1
2021-07-18,West,Office Supplies,637.01,212.64,3,0.1667
2021-07-18,West,Technology,22.12,-4.01,1,0.5
2021-07-19,Central,Furniture,1223.74,-141.34,1,0.1
2021-07-19,Central,Office Supplies,1451.37,400.87,1,0.0
2021-07-19,East,Furniture,1414.26,12.24,1,0.3
2021-07-19,East,Office Supplies,696.83,7.5,1,0.4
2021-07-19,West,Furniture,1147.69,-111.05,1,0.1
2021-07-19,West,Office Supplies,2493.22,653.6,2,0.05
2021-07-19,West,Technology,2736.9,653.3,2,0.2
2021-07-20,Central,Furniture,1406.37,-80.39,1,0.0
2021-07-20,Central,Office Supplies,1581.21,-69.41,1,0.2
2021-07-20,East,Furniture,1822.0,384.28,2,0.0
2021-07-20,East,Office Supplies,2317.86,702.2,2,0.15
2021-07-20,South,Office Supplies,4157.65,700.98,3,0.0333
2021-07-20,West,Furniture,1652.61,631.79,1,0.3
2021-07-20,West,Office Supplies,276.43,95.66,1,0.1
2021-07-20,West,Technology,2337.4,382.76,2,0.4
2021-07-21,Central,Office Supplies,995.53,194.05,1,0.0
2021-07-21,Central,Technology,1858.13,318.77,2,0.15
2021-07-21,East,Office Supplies,476.08,49.52,1,0.5
2021-07-21,South,Office Supplies,2298.39,467.5,3,0.2333
2021-07-21,West,Furniture,2571.3,52.31,2,0.05
2021-07-21,West,Office Supplies,1962.82,684.24,1,0.3
2021-07-22,Central,Office Supplies,1558.47,266.88,1,0.4
2021-07-22,East,Office Supplies,1495.2,-48.94,2,0.05
2021-07-22,South,Furniture,1149.7,454.34,1,0.4
2021-07-22,West,Technology,3011.32,-38.08,2,0.15
2021-07-23,Central,Technology,191.33,-29.57,1,0.1
2021-07-23,East,Office Supplies,1197.33,6.68,1,0.2
2021-07-23,South,Furniture,2607.35,-297.64,2,0.25
2021-07-23,South,Office Supplies,563.21,181.99,1,0.1
2021-07-23,South,Technology,1711.6,216.99,1,0.0
2021-07-23,West,Technology,1733.78,-271.85,1,0.4
2021-07-24,Central,Technology,1718.23,414.07,2,0.4
2021-07-24,East,Technology,1537.51,20.72,1,0.3
2021-07-24,South,Office Supplies,1080.66,-133.92,1,0.4
2021-07-24,South,Technology,378.01,151.02,1,0.2
2021-07-24,West,Furniture,1586.25,3.4,1,0.3
2021-07-24,West,Office Supplies,1182.86,-23.68,1,0.5
2021-07-25,Central,Technology,986.72,383.67,1,0.3
2021-07-25,East,Furniture,413.18,-62.66,1,0.0
2021-07-25,East,Office Supplies,1462.66,-246.13,1,0.4
2021-07-25,East,Technology,752.98,106.25,1,0.2
2021-07-25,South,Furniture,1592.66,94.35,2,0.35
2021-07-25,South,Technology,797.63,52.35,2,0.4
2021-07-25,West,Furniture,3755.54,766.84,3,0.0667
2021-07-25,West,Office Supplies,676.54,-132.11,1,0.0
2021-07-25,West,Technology,2202.84,348.13,3,0.0667
2021-07-26,Central,Furniture,152.03,27.74,1,0.2
2021-07-26,Central,Technology,1740.22,372.46,1,0.0
2021-07-26,East,Office Supplies,363.79,137.87,1,0.4
2021-07-26,South,Office Supplies,3697.37,-78.64,2,0.45
2021-07-26,South,Technology,2154.82,170.3,3,0.4
2021-07-26,West,Office Supplies,2178.64,-166.34,2,0.35
2021-07-27,Central,Furniture,4272.48,158.89,3,0.1667
2021-07-27,Central,Technology,721.23,89.69,1,0.0
2021-07-27,East,Furniture,1570.15,-182.71,1,0.4
2021-07-27,East,Office Supplies,697.78,-120.56,1,0.4
2021-07-27,South,Furniture,954.4,-105.91,1,0.3
2021-07-27,South,Technology,1169.83,205.53,2,0.25
2021-07-27,West,Furniture,992.21,-129.02,1,0.0
2021-07-27,West,Technology,977.23,61.64,1,0.0
2021-07-28,Central,Technology,4629.28,-125.91,3,0.3
2021-07-28,East,Office Supplies,2066.72,61.7,3,0.1333
2021-07-28,West,Furniture,630.28,89.28,1,0.4
2021-07-28,West,Office Supplies,164.01,-17.21,1,0.2
2021-07-28,West,Technology,473.82,139.65,1,0.5
2021-07-29,Central,Technology,2571.15,-432.69,2,0.1
2021-07-29,East,Furniture,1452.01,387.79,2,0.15
2021-07-29,South,Furniture,1496.32,-177.55,1,0.5
2021-07-29,South,Office Supplies,313.24,97.26,1,0.3
2021-07-29,South,Technology,3473.42,608.39,2,0.2
2021-07-30,East,Office Supplies,743.87,208.18,1,0.3
2021-07-30,South,Furniture,71.71,13.54,1,0.0
2021-07-30,West,Furniture,1469.13,517.51,2,0.15
2021-07-30,West,Office Supplies,517.2,-55.27,1,0.0
2021-07-30,West,Technology,607.12,86.58,1,0.1
2021-07-31,East,Office Supplies,1533.61,295.18,1,0.0
2021-07-31,East,Technology,1192.59,9.25,2,0.3
2021-07-31,South,Office Supplies,3093.06,-37.92,2,0.3
2021-07-31,West,Furniture,5477.83,858.25,4,0.125
2021-08-01,Central,Furniture,877.23,335.33,1,0.0
2021-08-01,East,Office Supplies,1654.26,271.26,1,0.4
2021-08-01,South,Furniture,432.22,104.83,1,0.0
2021-08-01,South,Office Supplies,1668.07,251.21,2,0.25
2021-08-01,South,Technology,1904.33,92.67,2,0.15
2021-08-01,West,Furniture,857.62,132.49,1,0.5
2021-08-02,Central,Technology,1851.73,447.17,1,0.3
2021-08-02,South,Furniture,1235.68,-78.11,1,0.3
2021-08-02,South,Office Supplies,1808.3,176.15,1,0.0
2021-08-02,West,Furniture,1577.17,33.52,1,0.0
2021-08-02,West,Office Supplies,1476.71,15.41,1,0.1
2021-08-03,Central,Furniture,2425.4,-256.73,2,0.15
2021-08-03,Central,Office Supplies,1494.98,-116.07,1,0.1
2021-08-03,South,Furniture,3727.8,751.73,3,0.1
2021-08-03,South,Office Supplies,733.14,139.41,1,0.4
2021-08-03,West,Furniture,1696.08,-188.15,2,0.2
2021-08-04,Central,Furniture,1700.67,-288.14,1,0.4
2021-08-04,Central,Technology,391.38,102.03,1,0.4
2021-08-04,East,Furniture,3307.4,1114.46,2,0.0
2021-08-04,East,Office Supplies,1968.91,268.26,2,0.25
2021-08-04,South,Technology,1401.52,356.17,1,0.0
2021-08-04,West,Furniture,1973.69,476.27,1,0.5
2021-08-04,West,Office Supplies,1605.97,553.57,1,0.0
2021-08-05,Central,Technology,1563.55,215.17,3,0.3
2021-08-05,East,Furniture,714.13,9.12,1,0.3
2021-08-05,East,Technology,2919.22,49.62,2,0.35
2021-08-05,South,Furniture,3476.09,306.59,2,0.45
2021-08-05,West,Technology,262.92,27.89,1,0.3
2021-08-06,Central,Office Supplies,1277.28,242.62,2,0.2
2021-08-06,South,Furniture,1417.62,283.15,3,0.2667
2021-08-07,Central,Furniture,1382.32,-40.79,1,0.0
2021-08-07,Central,Technology,753.7,93.98,3,0.2667
2021-08-07,East,Technology,134.54,13.55,1,0.0
2021-08-07,South,Office Supplies,154.05,56.72,1,0.3
2021-08-07,West,Furniture,621.37,234.12,1,0.2
2021-08-08,Central,Office Supplies,839.62,-153.83,1,0.0
2021-08-08,Central,Technology,2131.3,278.16,2,0.4
2021-08-08,East,Furniture,1798.56,457.99,1,0.1
2021-08-08,East,Office Supplies,1081.35,242.11,1,0.0
2021-08-08,East,Technology,518.15,134.86,1,0.3
2021-08-08,South,Technology,724.83,-32.3,2,0.25
2021-08-08,West,Furniture,3361.14,1038.53,2,0.0
2021-08-08,West,Office Supplies,3248.51,359.76,2,0.1
2021-08-08,West,Technology,1230.49,190.26,1,0.5
2021-08-09,Central,Technology,156.9,46.58,1,0.0
2021-08-09,East,Furniture,1892.84,-146.58,2,0.3
2021-08-09,South,Technology,764.07,123.29,1,0.0
2021-08-09,West,Office Supplies,578.27,132.69,1,0.1
2021-08-09,West,Technology,231.3,8.97,1,0.0
2021-08-10,Central,Office Supplies,769.42,135.8,1,0.1
2021-08-10,Central,Technology,3008.09,236.59,2,0.4
2021-08-10,East,Office Supplies,961.76,-15.49,1,0.5
2021-08-10,East,Technology,1170.43,9.49,2,0.2
2021-08-10,South,Office Supplies,2930.41,895.32,2,0.0
2021-08-11,Central,Furniture,1025.42,406.12,1,0.5
2021-08-11,Central,Office Supplies,1797.5,576.24,1,0.0
2021-08-11,Central,Technology,4180.22,1219.45,4,0.275
2021-08-11,South,Office Supplies,3425.29,583.38,3,0.3
2021-08-11,West,Furniture,1438.3,7.26,1,0.0
2021-08-11,West,Office Supplies,707.06,-137.32,1,0.2
2021-08-12,East,Technology,278.09,57.92,1,0.0
2021-08-12,South,Office Supplies,1553.29,352.57,1,0.0
