order_id,customer_id,product_id,order_date,sales,quantity,profit,discount,order_month,order_year,profit_margin
CA-2021-102625,CG-10349,FUR-TAB-10073,2022-04-03,1735.57,2,183.3,0.5,4,2022,0.1056
CA-2021-102626,CG-10276,FUR-TAB-10243,2021-03-10,463.06,3,-3.82,0.5,3,2021,-0.0082
CA-2021-102627,CG-10272,FUR-TAB-10387,2023-05-06,762.36,8,-101.81,0.5,5,2023,-0.1335
CA-2021-102628,CG-10714,OFF-PAP-10323,2021-05-12,1847.62,5,158.85,0.4,5,2021,0.086
CA-2021-102629,CG-10330,OFF-ENV-10724,2021-12-30,892.37,5,184.5,0.2,12,2021,0.2068
CA-2021-102630,CG-10255,TEC-MAC-10470,2021-08-02,1851.73,2,447.17,0.3,8,2021,0.2415
CA-2021-102631,CG-10623,OFF-FAS-10069,2023-10-10,1301.53,1,326.09,0.4,10,2023,0.2505
CA-2021-102632,CG-10052,FUR-BOO-10385,2023-06-08,1408.07,3,-11.23,0.5,6,2023,-0.008
CA-2021-102633,CG-10141,TEC-ACC-10078,2022-02-28,1085.56,3,-21.29,0.1,2,2022,-0.0196
CA-2021-102634,CG-10170,OFF-PAP-10090,2023-12-23,275.62,4,81.12,0.0,12,2023,0.2943
CA-2021-102635,CG-10753,FUR-FUR-10975,2021-11-26,1860.05,9,275.29,0.4,11,2021,0.148
CA-2021-102636,CG-10770,TEC-COP-10584,2021-02-20,1372.21,6,112.18,0.2,2,2021,0.0818
CA-2021-102637,CG-10718,FUR-TAB-10887,2022-01-02,1148.1,5,302.11,0.0,1,2022,0.2631
CA-2021-102638,CG-10281,OFF-ART-10325,2022-12-15,1373.55,5,476.43,0.0,12,2022,0.3469
CA-2021-102639,CG-10028,TEC-ACC-10486,2021-06-25,1533.99,1,12.72,0.1,6,2021,0.0083
CA-2021-102640,CG-10436,OFF-APP-10094,2021-01-19,1967.87,10,31.83,0.4,1,2021,0.0162
CA-2021-102641,CG-10395,FUR-BOO-10395,2021-05-03,841.47,9,289.75,0.4,5,2021,0.3443
CA-2021-102642,CG-10404,TEC-ACC-10079,2022-03-08,1157.47,6,-108.51,0.5,3,2022,-0.0937
CA-2021-102643,CG-10762,FUR-TAB-10967,2021-02-03,1112.68,7,-153.69,0.0,2,2021,-0.1381
CA-2021-102644,CG-10646,TEC-COP-10879,2022-10-01,107.71,5,-3.36,0.5,10,2022,-0.0312
CA-2021-102645,CG-10441,FUR-TAB-10857,2021-07-14,1429.53,2,67.52,0.4,7,2021,0.0472
CA-2021-102646,CG-10155,OFF-STO-10649,2022-08-18,15.29,6,2.59,0.5,8,2022,0.1694
CA-2021-102647,CG-10187,TEC-MAC-10652,2023-12-16,168.8,7,41.94,0.4,12,2023,0.2485
CA-2021-102648,CG-10137,OFF-APP-10398,2022-11-19,1027.11,10,354.77,0.0,11,2022,0.3454
CA-2021-102649,CG-10357,OFF-SUP-10918,2022-08-13,1973.63,4,681.9,0.0,8,2022,0.3455
CA-2021-102650,CG-10657,TEC-ACC-10024,2022-12-11,1487.65,1,-229.46,0.5,12,2022,-0.1542
CA-2021-102651,CG-10258,FUR-CHA-10794,2022-12-10,1860.96,1,112.09,0.4,12,2022,0.0602
CA-2021-102652,CG-10174,OFF-STO-10771,2022-06-06,1154.07,6,-53.92,0.3,6,2022,-0.0467
CA-2021-102653,CG-10048,TEC-ACC-10113,2021-11-17,1643.17,3,22.88,0.0,11,2021,0.0139
CA-2021-102654,CG-10342,OFF-SUP-10729,2021-01-08,1944.66,3,319.64,0.4,1,2021,0.1644
CA-2021-102655,CG-10374,OFF-STO-10614,2022-04-20,597.74,1,173.94,0.1,4,2022,0.291
CA-2021-102656,CG-10493,FUR-TAB-10610,2022-04-17,1920.96,5,490.25,0.0,4,2022,0.2552
CA-2021-102657,CG-10535,TEC-MAC-10569,2021-11-13,1465.37,6,-125.07,0.0,11,2021,-0.0854
CA-2021-102658,CG-10058,TEC-ACC-10676,2021-09-20,1301.21,9,373.82,0.3,9,2021,0.2873
CA-2021-102659,CG-10060,OFF-LAB-10263,2022-10-08,1118.62,4,103.96,0.5,10,2022,0.0929
CA-2021-102660,CG-10030,TEC-ACC-10540,2021-08-08,152.73,2,55.56,0.5,8,2021,0.3638
CA-2021-102661,CG-10613,TEC-MAC-10138,2023-12-22,665.81,8,58.14,0.1,12,2023,0.0873
CA-2021-102662,CG-10571,OFF-FAS-10529,2021-04-29,591.45,8,-81.55,0.2,4,2021,-0.1379
CA-2021-102663,CG-10594,FUR-TAB-10140,2022-12-30,1716.6,9,-338.43,0.2,12,2022,-0.1972
CA-2021-102664,CG-10222,TEC-MAC-10409,2023-09-17,753.2,7,102.72,0.4,9,2023,0.1364
CA-2021-102665,CG-10499,TEC-PHO-10774,2023-07-31,307.44,9,-15.65,0.0,7,2023,-0.0509
CA-2021-102666,CG-10758,FUR-CHA-10192,2022-03-05,1528.12,6,243.96,0.1,3,2022,0.1596
CA-2021-102667,CG-10737,TEC-COP-10206,2022-04-30,1412.58,1,-211.25,0.0,4,2022,-0.1495
CA-2021-102668,CG-10469,TEC-COP-10842,2023-08-07,558.16,10,81.24,0.0,8,2023,0.1455
CA-2021-102669,CG-10021,OFF-PAP-10944,2023-07-13,1223.1,2,242.17,0.0,7,2023,0.198
CA-2021-102670,CG-10219,TEC-PHO-10919,2022-08-24,227.92,8,13.13,0.3,8,2022,0.0576
CA-2021-102671,CG-10185,TEC-COP-10121,2023-07-19,146.03,7,4.72,0.0,7,2023,0.0323
CA-2021-102672,CG-10148,OFF-SUP-10562,2022-11-11,1993.49,7,717.31,0.5,11,2022,0.3598
CA-2021-102673,CG-10264,TEC-ACC-10026,2021-08-29,1700.5,9,590.21,0.3,8,2021,0.3471
CA-2021-102674,CG-10476,TEC-MAC-10219,2021-07-24,1394.42,9,453.75,0.3,7,2021,0.3254
CA-2021-102675,CG-10504,OFF-BIN-10560,2021-09-11,648.52,10,248.1,0.4,9,2021,0.3826
CA-2021-102676,CG-10420,FUR-BOO-10744,2022-09-18,19.51,5,5.28,0.0,9,2022,0.2706
CA-2021-102677,CG-10180,OFF-LAB-10767,2023-06-30,1983.78,8,298.73,0.0,6,2023,0.1506
CA-2021-102678,CG-10383,FUR-FUR-10831,2022-02-27,542.08,10,78.84,0.5,2,2022,0.1454
CA-2021-102679,CG-10682,OFF-ENV-10192,2022-07-19,1468.2,6,443.09,0.5,7,2022,0.3018
CA-2021-102680,CG-10470,TEC-ACC-10002,2022-12-28,1430.75,1,308.93,0.4,12,2022,0.2159
CA-2021-102681,CG-10358,TEC-PHO-10205,2023-09-01,1857.49,1,-303.22,0.2,9,2023,-0.1632
CA-2021-102682,CG-10458,OFF-FAS-10105,2023-10-10,710.72,8,44.56,0.0,10,2023,0.0627
CA-2021-102683,CG-10161,OFF-BIN-10215,2022-10-30,826.77,5,330.5,0.0,10,2022,0.3997
CA-2021-102684,CG-10448,TEC-PHO-10252,2023-09-25,820.33,7,295.12,0.0,9,2023,0.3598
CA-2021-102685,CG-10343,OFF-BIN-10912,2021-05-17,1025.45,7,339.91,0.2,5,2021,0.3315
CA-2021-102686,CG-10033,FUR-CHA-10263,2022-02-23,1244.51,7,-9.75,0.0,2,2022,-0.0078
CA-2021-102687,CG-10393,TEC-COP-10671,2022-04-09,1731.62,3,501.0,0.0,4,2022,0.2893
CA-2021-102688,CG-10226,OFF-BIN-10935,2022-01-02,321.98,2,124.51,0.4,1,2022,0.3867
CA-2021-102689,CG-10340,OFF-SUP-10387,2021-01-25,1112.5,2,428.98,0.1,1,2021,0.3856
CA-2021-102690,CG-10122,OFF-SUP-10681,2023-02-28,720.23,6,32.6,0.0,2,2023,0.0453
CA-2021-102691,CG-10273,OFF-LAB-10950,2023-01-16,1249.56,6,171.54,0.0,1,2023,0.1373
CA-2021-102692,CG-10321,TEC-COP-10342,2021-12-21,1127.02,10,365.78,0.0,12,2021,0.3246
CA-2021-102693,CG-10077,OFF-STO-10602,2023-01-20,970.31,10,210.43,0.5,1,2023,0.2169
CA-2021-102694,CG-10542,FUR-CHA-10433,2021-12-20,1607.2,5,456.99,0.2,12,2021,0.2843
CA-2021-102695,CG-10078,FUR-CHA-10254,2022-02-09,839.58,2,-28.26,0.4,2,2022,-0.0337
CA-2021-102696,CG-10109,FUR-TAB-10596,2022-06-20,904.81,9,351.19,0.0,6,2022,0.3881
CA-2021-102697,CG-10567,OFF-STO-10828,2022-07-13,1551.04,9,-81.03,0.2,7,2022,-0.0522
CA-2021-102698,CG-10533,OFF-SUP-10337,2021-08-14,1510.61,10,-294.61,0.1,8,2021,-0.195
CA-2021-102699,CG-10348,TEC-PHO-10347,2021-09-05,42.0,4,9.55,0.2,9,2021,0.2274
CA-2021-102700,CG-10241,TEC-ACC-10582,2022-11-30,1041.24,7,188.32,0.0,11,2022,0.1809
CA-2021-102701,CG-10264,OFF-LAB-10579,2021-10-08,159.42,5,60.21,0.4,10,2021,0.3777
CA-2021-102702,CG-10613,FUR-FUR-10000,2021-11-22,919.5,5,138.73,0.2,11,2021,0.1509
CA-2021-102703,CG-10777,FUR-CHA-10216,2022-06-16,871.14,7,84.73,0.3,6,2022,0.0973
CA-2021-102704,CG-10407,OFF-ENV-10147,2021-04-28,477.89,9,-12.22,0.4,4,2021,-0.0256
CA-2021-102705,CG-10277,TEC-MAC-10096,2022-01-25,1776.5,3,-330.82,0.1,1,2022,-0.1862
CA-2021-102706,CG-10557,OFF-STO-10704,2022-03-22,1734.15,6,163.02,0.3,3,2022,0.094
CA-2021-102707,CG-10144,TEC-ACC-10578,2022-05-18,1770.18,1,37.87,0.1,5,2022,0.0214
CA-2021-102708,CG-10182,TEC-PHO-10974,2021-12-19,872.41,7,24.89,0.3,12,2021,0.0285
CA-2021-102709,CG-10348,OFF-ART-10627,2021-10-12,834.49,4,236.76,0.0,10,2021,0.2837
CA-2021-102710,CG-10526,TEC-MAC-10694,2022-11-26,1980.34,9,-204.77,0.0,11,2022,-0.1034
CA-2021-102711,CG-10273,OFF-ART-10284,2022-08-30,1736.42,1,432.96,0.0,8,2022,0.2493
CA-2021-102712,CG-10541,TEC-MAC-10877,2022-05-21,155.71,4,57.59,0.0,5,2022,0.3699
CA-2021-102713,CG-10769,TEC-PHO-10302,2023-05-20,1283.06,5,114.5,0.5,5,2023,0.0892
CA-2021-102714,CG-10657,TEC-ACC-10804,2023-11-10,501.33,8,18.33,0.0,11,2023,0.0366
CA-2021-102715,CG-10605,OFF-BIN-10131,2022-01-21,1867.06,5,-224.14,0.0,1,2022,-0.12
CA-2021-102716,CG-10049,OFF-PAP-10191,2023-07-13,371.1,8,6.41,0.2,7,2023,0.0173
CA-2021-102717,CG-10543,FUR-BOO-10555,2023-12-14,869.63,1,197.05,0.1,12,2023,0.2266
CA-2021-102718,CG-10377,OFF-ART-10770,2021-02-02,1498.68,5,-1.9,0.5,2,2021,-0.0013
CA-2021-102719,CG-10153,FUR-FUR-10729,2022-05-16,1183.59,9,-65.32,0.3,5,2022,-0.0552
CA-2021-102720,CG-10532,TEC-COP-10734,2022-08-17,1494.8,8,172.21,0.5,8,2022,0.1152
CA-2021-102721,CG-10599,TEC-PHO-10766,2022-04-06,1152.64,10,309.09,0.2,4,2022,0.2682
CA-2021-102722,CG-10499,FUR-TAB-10517,2022-11-12,112.8,10,8.62,0.2,11,2022,0.0764
CA-2021-102723,CG-10724,OFF-ENV-10829,2022-08-22,1920.27,10,398.23,0.5,8,2022,0.2074
CA-2021-102724,CG-10683,FUR-CHA-10327,2021-09-10,1580.1,2,-147.35,0.2,9,2021,-0.0933
CA-2021-102725,CG-10455,OFF-PAP-10679,2022-10-25,686.99,5,95.52,0.0,10,2022,0.139
CA-2021-102726,CG-10160,FUR-CHA-10897,2022-06-28,1880.74,9,639.69,0.5,6,2022,0.3401
CA-2021-102727,CG-10045,TEC-COP-10159,2023-05-18,1410.5,3,408.58,0.2,5,2023,0.2897
CA-2021-102728,CG-10335,OFF-STO-10696,2022-01-04,442.12,5,112.88,0.1,1,2022,0.2553
CA-2021-102729,CG-10544,OFF-PAP-10009,2022-03-12,1807.37,3,505.16,0.4,3,2022,0.2795
CA-2021-102730,CG-10522,TEC-COP-10492,2021-07-08,12.01,8,2.13,0.0,7,2021,0.1774
CA-2021-102731,CG-10470,OFF-FAS-10399,2023-04-25,1528.26,5,-166.68,0.5,4,2023,-0.1091
CA-2021-102732,CG-10732,TEC-ACC-10745,2021-04-14,315.74,4,113.08,0.4,4,2021,0.3581
CA-2021-102733,CG-10180,OFF-PAP-10831,2022-02-28,1461.3,8,361.92,0.0,2,2022,0.2477
CA-2021-102734,CG-10266,OFF-APP-10672,2023-05-01,1360.07,2,282.78,0.0,5,2023,0.2079
CA-2021-102735,CG-10261,TEC-ACC-10065,2021-08-08,1150.49,3,0.28,0.5,8,2021,0.0002
CA-2021-102736,CG-10399,TEC-MAC-10695,2023-03-17,443.25,1,84.73,0.0,3,2023,0.1912
CA-2021-102737,CG-10092,OFF-APP-10894,2021-04-26,1025.73,1,311.38,0.2,4,2021,0.3036
CA-2021-102738,CG-10783,TEC-COP-10451,2022-05-20,837.08,3,295.61,0.5,5,2022,0.3531
CA-2021-102739,CG-10710,OFF-LAB-10333,2022-11-17,603.42,10,51.0,0.0,11,2022,0.0845
CA-2021-102740,CG-10217,TEC-ACC-10482,2023-09-07,108.76,3,-7.6,0.1,9,2023,-0.0699
CA-2021-102741,CG-10493,OFF-LAB-10538,2021-11-17,506.93,9,-78.35,0.2,11,2021,-0.1546
CA-2021-102742,CG-10344,FUR-BOO-10709,2021-05-10,1184.97,7,99.24,0.0,5,2021,0.0837
CA-2021-102743,CG-10786,OFF-ART-10816,2022-10-24,985.59,1,-81.83,0.4,10,2022,-0.083
CA-2021-102744,CG-10359,OFF-ART-10965,2023-06-18,1228.81,2,289.65,0.3,6,2023,0.2357
CA-2021-102745,CG-10328,OFF-SUP-10105,2022-09-27,1477.66,5,-49.96,0.4,9,2022,-0.0338
CA-2021-102746,CG-10323,FUR-CHA-10765,2022-12-25,1371.75,9,494.9,0.0,12,2022,0.3608
CA-2021-102747,CG-10498,OFF-SUP-10445,2021-08-16,33.84,9,-4.56,0.0,8,2021,-0.1348
CA-2021-102748,CG-10649,TEC-ACC-10239,2023-07-04,1624.52,9,42.49,0.4,7,2023,0.0262
CA-2021-102749,CG-10159,OFF-PAP-10630,2022-07-21,1152.41,4,428.24,0.1,7,2022,0.3716
CA-2021-102750,CG-10051,OFF-LAB-10008,2022-01-07,975.0,4,-51.75,0.5,1,2022,-0.0531
CA-2021-102751,CG-10167,TEC-PHO-10461,2022-06-02,269.82,7,47.11,0.0,6,2022,0.1746
CA-2021-102752,CG-10449,OFF-FAS-10398,2021-02-02,1069.94,6,175.36,0.0,2,2021,0.1639
CA-2021-102753,CG-10670,OFF-BIN-10818,2023-06-23,1062.15,6,301.38,0.5,6,2023,0.2837
CA-2021-102754,CG-10248,TEC-MAC-10256,2022-06-22,1916.61,10,-309.13,0.4,6,2022,-0.1613
CA-2021-102755,CG-10527,OFF-PAP-10804,2022-07-23,882.79,3,-101.55,0.0,7,2022,-0.115
CA-2021-102756,CG-10608,FUR-FUR-10603,2022-11-12,990.62,9,-122.74,0.1,11,2022,-0.1239
CA-2021-102757,CG-10291,OFF-APP-10585,2022-12-20,235.49,4,-1.59,0.4,12,2022,-0.0068
CA-2021-102758,CG-10624,OFF-APP-10242,2022-01-14,823.41,8,319.82,0.0,1,2022,0.3884
CA-2021-102759,CG-10515,OFF-BIN-10938,2023-01-25,1890.33,6,268.79,0.0,1,2023,0.1422
CA-2021-102760,CG-10194,TEC-COP-10466,2023-09-29,1262.12,8,336.94,0.0,9,2023,0.267
CA-2021-102761,CG-10515,TEC-ACC-10284,2023-06-15,775.79,1,150.82,0.5,6,2023,0.1944
CA-2021-102762,CG-10702,TEC-PHO-10727,2023-06-28,289.59,7,106.31,0.0,6,2023,0.3671
CA-2021-102763,CG-10243,TEC-ACC-10755,2023-04-09,303.96,9,2.24,0.0,4,2023,0.0074
CA-2021-102764,CG-10168,OFF-PAP-10733,2021-09-05,923.04,6,138.85,0.1,9,2021,0.1504
CA-2021-102765,CG-10783,TEC-COP-10200,2021-03-12,1345.8,5,130.42,0.0,3,2021,0.0969
CA-2021-102766,CG-10758,OFF-ENV-10872,2023-09-05,880.38,4,-158.52,0.3,9,2023,-0.1801
CA-2021-102767,CG-10566,OFF-FAS-10229,2023-07-08,139.0,3,-1.31,0.0,7,2023,-0.0094
CA-2021-102768,CG-10484,TEC-ACC-10705,2021-08-17,1957.26,10,-27.19,0.0,8,2021,-0.0139
CA-2021-102769,CG-10435,TEC-PHO-10165,2023-12-20,1066.08,1,144.52,0.4,12,2023,0.1356
CA-2021-102770,CG-10358,TEC-COP-10297,2023-05-22,1336.75,1,113.47,0.4,5,2023,0.0849
CA-2021-102771,CG-10040,FUR-BOO-10026,2023-06-25,1801.4,3,695.94,0.3,6,2023,0.3863
CA-2021-102772,CG-10774,TEC-MAC-10539,2022-10-29,900.63,4,81.65,0.3,10,2022,0.0907
CA-2021-102773,CG-10752,FUR-BOO-10415,2021-08-22,1588.01,2,-261.13,0.3,8,2021,-0.1644
CA-2021-102774,CG-10644,FUR-CHA-10017,2023-05-27,1364.26,2,8.14,0.0,5,2023,0.006
CA-2021-102775,CG-10656,OFF-PAP-10023,2022-12-31,93.76,5,12.3,0.3,12,2022,0.1312
CA-2021-102776,CG-10756,TEC-PHO-10807,2023-02-27,1217.89,5,-0.95,0.1,2,2023,-0.0008
CA-2021-102777,CG-10789,OFF-BIN-10536,2022-03-22,592.83,3,-10.29,0.0,3,2022,-0.0174
CA-2021-102778,CG-10411,FUR-TAB-10788,2022-12-17,1566.87,5,-68.35,0.0,12,2022,-0.0436
CA-2021-102779,CG-10507,TEC-PHO-10010,2022-06-17,431.32,9,-15.56,0.0,6,2022,-0.0361
CA-2021-102780,CG-10014,TEC-COP-10982,2021-08-13,880.68,10,-64.77,0.5,8,2021,-0.0735
CA-2021-102781,CG-10695,TEC-PHO-10103,2022-04-02,467.35,9,13.01,0.2,4,2022,0.0278
CA-2021-102782,CG-10158,OFF-ENV-10451,2022-06-19,776.26,3,49.3,0.3,6,2022,0.0635
CA-2021-102783,CG-10500,TEC-COP-10646,2023-03-20,1542.85,3,550.38,0.3,3,2023,0.3567
CA-2021-102784,CG-10096,TEC-COP-10960,2021-09-03,1808.45,4,461.28,0.0,9,2021,0.2551
CA-2021-102785,CG-10784,OFF-APP-10290,2023-07-07,1794.34,6,554.27,0.0,7,2023,0.3089
CA-2021-102786,CG-10224,TEC-ACC-10609,2023-04-29,1196.18,6,-177.29,0.2,4,2023,-0.1482
CA-2021-102787,CG-10333,OFF-FAS-10686,2021-10-04,1209.85,9,80.51,0.1,10,2021,0.0665
CA-2021-102788,CG-10003,FUR-FUR-10360,2022-07-31,1354.99,5,-58.38,0.4,7,2022,-0.0431
CA-2021-102789,CG-10737,OFF-ART-10961,2022-10-29,689.56,2,-78.59,0.1,10,2022,-0.114
CA-2021-102790,CG-10643,TEC-MAC-10376,2022-12-07,1686.51,10,-60.88,0.3,12,2022,-0.0361
CA-2021-102791,CG-10160,TEC-PHO-10210,2023-11-12,1297.99,9,283.32,0.0,11,2023,0.2183
CA-2021-102792,CG-10162,FUR-TAB-10128,2022-03-10,1063.7,2,-116.08,0.1,3,2022,-0.1091
CA-2021-102793,CG-10594,OFF-FAS-10655,2023-06-19,874.49,10,303.37,0.3,6,2023,0.3469
CA-2021-102794,CG-10427,OFF-APP-10887,2021-11-06,586.16,10,159.68,0.1,11,2021,0.2724
CA-2021-102795,CG-10235,OFF-FAS-10781,2023-10-31,1421.54,10,491.7,0.0,10,2023,0.3459
CA-2021-102796,CG-10349,FUR-TAB-10193,2021-06-04,255.65,4,23.06,0.0,6,2021,0.0902
CA-2021-102797,CG-10161,FUR-BOO-10889,2021-07-16,41.29,7,-1.33,0.4,7,2021,-0.0322
CA-2021-102798,CG-10112,TEC-ACC-10557,2023-10-23,1674.73,10,624.71,0.3,10,2023,0.373
CA-2021-102799,CG-10793,OFF-PAP-10241,2022-05-19,1620.15,6,-303.14,0.0,5,2022,-0.1871
CA-2021-102800,CG-10146,OFF-ENV-10148,2021-05-03,800.38,3,278.3,0.4,5,2021,0.3477
CA-2021-102801,CG-10128,FUR-TAB-10079,2023-05-23,207.61,4,-36.15,0.3,5,2023,-0.1741
CA-2021-102802,CG-10657,OFF-PAP-10428,2021-02-06,280.54,10,-49.85,0.0,2,2021,-0.1777
CA-2021-102803,CG-10453,FUR-TAB-10084,2023-05-08,194.96,7,-25.69,0.0,5,2023,-0.1318
CA-2021-102804,CG-10756,FUR-CHA-10493,2022-02-04,29.92,3,10.41,0.0,2,2022,0.3479
CA-2021-102805,CG-10064,TEC-ACC-10911,2022-08-06,577.98,6,100.7,0.5,8,2022,0.1742
CA-2021-102806,CG-10262,FUR-TAB-10563,2022-03-01,279.02,8,105.59,0.0,3,2022,0.3784
CA-2021-102807,CG-10614,OFF-PAP-10486,2023-01-24,477.1,2,129.98,0.4,1,2023,0.2724
CA-2021-102808,CG-10489,TEC-ACC-10663,2022-07-07,862.72,7,338.35,0.4,7,2022,0.3922
CA-2021-102809,CG-10765,OFF-ENV-10749,2022-05-15,990.75,1,321.7,0.0,5,2022,0.3247
CA-2021-102810,CG-10289,FUR-FUR-10689,2021-10-24,1264.0,2,328.05,0.1,10,2021,0.2595
CA-2021-102811,CG-10632,TEC-COP-10007,2022-06-26,239.91,2,10.42,0.2,6,2022,0.0434
CA-2021-102812,CG-10133,FUR-TAB-10119,2023-02-24,1376.29,4,542.0,0.0,2,2023,0.3938
CA-2021-102813,CG-10087,FUR-BOO-10324,2021-04-18,1907.34,4,-372.54,0.0,4,2021,-0.1953
CA-2021-102814,CG-10612,TEC-MAC-10789,2021-04-05,1527.2,10,-279.01,0.3,4,2021,-0.1827
CA-2021-102815,CG-10483,FUR-BOO-10112,2021-11-19,840.22,4,133.48,0.3,11,2021,0.1589
CA-2021-102816,CG-10055,TEC-PHO-10022,2021-11-04,379.58,9,33.16,0.4,11,2021,0.0874
CA-2021-102817,CG-10593,OFF-ART-10345,2022-01-31,1768.41,8,-48.58,0.5,1,2022,-0.0275
CA-2021-102818,CG-10167,FUR-TAB-10966,2023-10-13,1367.72,10,296.06,0.5,10,2023,0.2165
CA-2021-102819,CG-10324,TEC-PHO-10740,2023-04-02,1460.11,4,126.17,0.0,4,2023,0.0864
CA-2021-102820,CG-10450,FUR-TAB-10076,2022-08-23,1613.87,5,535.97,0.3,8,2022,0.3321
CA-2021-102821,CG-10317,OFF-APP-10487,2021-07-09,1783.8,1,73.8,0.4,7,2021,0.0414
CA-2021-102822,CG-10472,FUR-TAB-10116,2022-06-05,1786.63,2,75.02,0.5,6,2022,0.042
CA-2021-102823,CG-10250,TEC-ACC-10977,2023-07-15,1069.19,2,78.1,0.0,7,2023,0.073
CA-2021-102824,CG-10740,OFF-LAB-10872,2021-03-04,1143.78,6,358.54,0.2,3,2021,0.3135
CA-2021-102825,CG-10125,FUR-CHA-10965,2023-05-13,567.52,5,-10.34,0.0,5,2023,-0.0182
CA-2021-102826,CG-10129,FUR-BOO-10409,2023-12-18,262.59,1,88.42,0.4,12,2023,0.3367
CA-2021-102827,CG-10400,FUR-BOO-10434,2021-07-20,1406.37,10,-80.39,0.0,7,2021,-0.0572
CA-2021-102828,CG-10331,OFF-BIN-10487,2022-04-24,1893.66,5,-367.88,0.3,4,2022,-0.1943
CA-2021-102829,CG-10508,FUR-TAB-10548,2022-08-19,856.33,4,217.64,0.0,8,2022,0.2542
CA-2021-102830,CG-10109,TEC-MAC-10654,2023-07-17,757.72,2,295.78,0.1,7,2023,0.3904
CA-2021-102831,CG-10254,OFF-APP-10680,2023-10-18,483.85,4,189.4,0.3,10,2023,0.3914
CA-2021-102832,CG-10327,TEC-MAC-10485,2021-11-16,1902.82,4,379.53,0.0,11,2021,0.1995
CA-2021-102833,CG-10755,FUR-CHA-10335,2023-11-28,1246.54,9,-48.37,0.5,11,2023,-0.0388
CA-2021-102834,CG-10457,TEC-MAC-10406,2021-03-08,706.7,10,71.6,0.0,3,2021,0.1013
CA-2021-102835,CG-10036,TEC-ACC-10181,2022-08-13,857.78,2,135.61,0.0,8,2022,0.1581
CA-2021-102836,CG-10091,OFF-SUP-10471,2021-02-23,1954.38,1,198.14,0.4,2,2021,0.1014
CA-2021-102837,CG-10189,OFF-ART-10354,2021-11-01,1653.74,3,-91.2,0.1,11,2021,-0.0551
CA-2021-102838,CG-10716,TEC-ACC-10810,2023-11-30,694.63,7,38.05,0.0,11,2023,0.0548
CA-2021-102839,CG-10184,OFF-PAP-10012,2022-01-22,411.08,8,90.32,0.1,1,2022,0.2197
CA-2021-102840,CG-10067,OFF-ART-10350,2021-03-13,1191.9,8,-158.33,0.2,3,2021,-0.1328
CA-2021-102841,CG-10784,TEC-MAC-10506,2021-10-06,1918.92,6,712.68,0.1,10,2021,0.3714
CA-2021-102842,CG-10464,TEC-ACC-10432,2023-03-21,1346.1,3,-98.92,0.5,3,2023,-0.0735
CA-2021-102843,CG-10245,FUR-TAB-10486,2021-11-01,486.31,2,95.23,0.0,11,2021,0.1958
CA-2021-102844,CG-10728,FUR-BOO-10842,2021-04-01,1738.23,7,648.02,0.2,4,2021,0.3728
CA-2021-102845,CG-10720,FUR-TAB-10212,2022-04-13,348.55,1,94.53,0.5,4,2022,0.2712
CA-2021-102846,CG-10491,FUR-TAB-10434,2023-09-11,1968.12,6,738.58,0.5,9,2023,0.3753
CA-2021-102847,CG-10457,TEC-ACC-10076,2021-10-15,1302.51,9,221.9,0.0,10,2021,0.1704
CA-2021-102848,CG-10454,TEC-MAC-10556,2022-07-07,1201.15,9,149.17,0.1,7,2022,0.1242
CA-2021-102849,CG-10375,FUR-TAB-10903,2022-03-04,131.79,5,4.93,0.2,3,2022,0.0374
CA-2021-102850,CG-10565,FUR-BOO-10683,2022-04-22,650.6,9,203.27,0.0,4,2022,0.3124
CA-2021-102851,CG-10348,FUR-TAB-10475,2023-11-26,125.34,3,11.94,0.2,11,2023,0.0953
CA-2021-102852,CG-10790,OFF-FAS-10062,2022-08-27,649.04,4,159.73,0.1,8,2022,0.2461
CA-2021-102853,CG-10735,TEC-COP-10345,2022-03-13,1811.79,2,260.61,0.0,3,2022,0.1438
CA-2021-102854,CG-10235,FUR-CHA-10008,2022-05-17,419.07,2,-19.54,0.1,5,2022,-0.0466
CA-2021-102855,CG-10293,FUR-FUR-10147,2022-03-09,834.2,9,273.18,0.0,3,2022,0.3275
CA-2021-102856,CG-10489,OFF-ART-10786,2022-07-08,1947.81,5,-40.65,0.0,7,2022,-0.0209
CA-2021-102857,CG-10639,OFF-ART-10162,2021-02-19,1435.84,4,408.12,0.4,2,2021,0.2842
CA-2021-102858,CG-10712,TEC-PHO-10582,2022-12-09,1101.98,10,339.7,0.0,12,2022,0.3083
CA-2021-102859,CG-10746,OFF-SUP-10993,2022-06-23,650.45,6,259.75,0.5,6,2022,0.3993
CA-2021-102860,CG-10009,OFF-LAB-10661,2023-01-11,1947.75,6,101.08,0.3,1,2023,0.0519
CA-2021-102861,CG-10357,OFF-BIN-10645,2021-03-14,152.39,5,-2.75,0.0,3,2021,-0.018
CA-2021-102862,CG-10005,FUR-CHA-10023,2022-06-06,1572.54,7,-22.65,0.3,6,2022,-0.0144
CA-2021-102863,CG-10302,TEC-COP-10369,2022-06-06,723.98,10,22.46,0.5,6,2022,0.031
CA-2021-102864,CG-10061,FUR-BOO-10616,2021-10-18,571.22,7,-5.85,0.0,10,2021,-0.0102
CA-2021-102865,CG-10061,TEC-PHO-10616,2021-07-02,233.09,2,2.74,0.4,7,2021,0.0118
